Participant_id,Technique,Gesture_set,height,distance,Checkpoint_time,Object_view_time,mistake_count,personalization_type
10,WRIST_ARM,GS2,0,3.5,4.953626,1.376478,1,W3
10,WRIST_ARM,GS2,2.5,7,2.926939,0.806821,0,W3
10,WRIST_ARM,GS2,0,7,2.977024,0.5405408,0,W3
10,WRIST_ARM,GS2,2.5,10.5,3.858905,0.5551574,0,W3
10,WRIST_ARM,GS2,0,10.5,2.057544,0.5404134,0,W3
10,WRIST_ARM,GS2,5,3.5,3.774659,1.116182,0,W3
10,WRIST_ARM,GS2,0,7,2.185111,0.5826991,0,W3
10,WRIST_ARM,GS2,5,3.5,3.844345,1.072095,0,W3
10,WRIST_ARM,GS2,0,3.5,2.740552,1.333578,0,W3
10,WRIST_ARM,GS2,0,10.5,2.562723,0.4734193,0,W3
10,WRIST_ARM,GS2,2.5,10.5,4.538248,0.9312124,1,W3
10,WRIST_ARM,GS2,0,7,2.298467,0.640154,0,W3
10,WRIST_ARM,GS2,0,3.5,2.338557,0.7366921,0,W3
10,WRIST_ARM,GS2,5,7,4.416158,1.323161,0,W3
10,WRIST_ARM,GS2,0,10.5,2.682883,0.665069,0,W3
10,WRIST_ARM,GS2,2.5,7,2.857451,0.6275699,0,W3
10,WRIST_ARM,GS2,0,7,2.656702,1.041661,0,W3
10,WRIST_ARM,GS2,0,7,3.149053,0.640263,1,W3
10,WRIST_ARM,GS2,2.5,7,2.880869,0.5965438,0,W3
10,WRIST_ARM,GS2,0,3.5,4.721475,2.755765,0,W3
10,WRIST_ARM,GS2,0,7,3.757211,0.7907625,0,W3
10,WRIST_ARM,GS2,5,7,2.882166,0.4857305,0,W3
10,WRIST_ARM,GS2,0,10.5,2.336837,0.372692,0,W3
10,WRIST_ARM,GS2,2.5,10.5,2.913009,0.5718801,0,W3
10,WRIST_ARM,GS2,0,10.5,3.68814,1.584139,0,W3
10,WRIST_ARM,GS2,5,10.5,3.815299,0.5426292,0,W3
10,WRIST_ARM,GS2,0,7,2.964022,0.9173486,0,W3
10,WRIST_ARM,GS2,2.5,3.5,2.81518,0.7386522,0,W3
10,WRIST_ARM,GS2,0,7,3.493657,0.7386522,4,W3
10,WRIST_ARM,GS2,2.5,10.5,4.551221,0.4570584,0,W3
10,WRIST_ARM,GS2,0,3.5,2.58762,1.697199,0,W3
10,WRIST_ARM,GS2,5,3.5,3.635889,1.266353,0,W3
10,WRIST_ARM,GS2,0,7,3.480688,1.825041,0,W3
10,WRIST_ARM,GS2,0,3.5,2.963936,0.4721799,0,W3
10,WRIST_ARM,GS2,0,10.5,3.132665,0.6272923,0,W3
10,WRIST_ARM,GS2,0,10.5,3.106579,0.5565343,0,W3
10,WRIST_ARM,GS2,2.5,3.5,2.463556,0.7187874,0,W3
10,WRIST_ARM,GS2,0,10.5,2.84141,0.5140404,0,W3
10,WRIST_ARM,GS2,5,10.5,4.398059,0.5823568,0,W3
10,WRIST_ARM,GS2,0,7,3.132166,1.085933,0,W3
10,WRIST_ARM,GS2,2.5,3.5,3.368323,0.7373875,0,W3
10,WRIST_ARM,GS2,0,3.5,1.979603,0.989401,0,W3
10,WRIST_ARM,GS2,2.5,3.5,2.79644,0.6793337,0,W3
10,WRIST_ARM,GS2,0,3.5,2.340912,1.017128,0,W3
10,WRIST_ARM,GS2,0,3.5,2.934672,1.069383,0,W3
10,WRIST_ARM,GS2,5,10.5,4.248337,0.6122117,0,W3
10,WRIST_ARM,GS2,0,10.5,2.95122,0.7782319,0,W3
10,WRIST_ARM,GS2,2.5,7,2.855282,0.708151,0,W3
10,WRIST_ARM,GS2,0,3.5,3.088531,1.556855,0,W3
10,WRIST_ARM,GS2,5,7,4.180994,0.7101929,0,W3
10,WRIST_ARM,GS2,0,10.5,2.835657,0.7749614,0,W3
10,WRIST_ARM,GS2,5,7,5.417293,0.5977944,1,W3
10,WRIST_ARM,GS2,0,10.5,2.740292,0.6524709,0,W3
10,WRIST_ARM,GS2,0,7,2.521415,0.5851582,0,W3
10,WRIST_ARM,GS2,0,7,1.559179,0.5836304,0,W3
10,WRIST_ARM,GS2,2.5,10.5,2.910919,0.6393051,1,W3
10,WRIST_ARM,GS2,0,3.5,3.910268,1.849264,0,W3
10,WRIST_ARM,GS2,5,10.5,3.010056,0.5434595,0,W3
10,WRIST_ARM,GS2,0,7,3.478846,1.193897,0,W3
10,WRIST_ARM,GS2,0,3.5,2.29965,1.115335,0,W3
10,WRIST_ARM,GS2,0,10.5,2.922051,0.6242545,0,W3
10,WRIST_ARM,GS2,2.5,10.5,4.789409,0.3604381,0,W3
10,WRIST_ARM,GS2,0,7,3.967221,1.251488,0,W3
10,WRIST_ARM,GS2,5,7,2.479766,0.5012343,0,W3
10,WRIST_ARM,GS2,0,3.5,2.838296,1.376242,0,W3
10,WRIST_ARM,GS2,5,3.5,3.858999,1.004347,0,W3
10,WRIST_ARM,GS2,0,10.5,2.851151,0.3594629,0,W3
10,WRIST_ARM,GS2,0,7,2.954084,0.4180794,0,W3
10,WRIST_ARM,GS2,5,3.5,3.758906,1.946979,0,W3
10,WRIST_ARM,GS2,0,10.5,3.160429,0.7900772,0,W3
10,WRIST_ARM,GS2,2.5,7,1.850259,0.5272456,0,W3
10,WRIST_ARM,GS2,0,7,2.270785,0.5707726,0,W3
10,WRIST_ARM,GS2,2.5,7,4.634321,0.5274558,0,W3
10,WRIST_ARM,GS2,0,10.5,2.878132,1.461771,1,W2
10,WRIST_ARM,GS2,0,3.5,2.381458,0.9060557,0,W2
10,WRIST_ARM,GS2,0,7,4.416552,1.725538,0,W2
10,WRIST_ARM,GS2,0,10.5,2.932752,0.4995452,0,W2
10,WRIST_ARM,GS2,2.5,7,5.041466,0.8229514,0,W2
10,WRIST_ARM,GS2,0,3.5,2.688695,1.337559,0,W2
10,WRIST_ARM,GS2,2.5,10.5,2.768887,0.5694932,0,W2
10,WRIST_ARM,GS2,0,7,2.602969,0.7785801,0,W2
10,WRIST_ARM,GS2,5,3.5,3.148552,1.309333,0,W2
10,WRIST_ARM,GS2,0,7,3.435367,1.125498,0,W2
10,WRIST_ARM,GS2,2.5,10.5,3.203085,0.7681422,0,W2
10,WRIST_ARM,GS2,0,3.5,3.440799,2.060825,0,W2
10,WRIST_ARM,GS2,5,3.5,3.173921,1.320352,0,W2
10,WRIST_ARM,GS2,0,10.5,2.68541,0.597811,0,W2
10,WRIST_ARM,GS2,0,10.5,2.881977,0.6269263,0,W2
10,WRIST_ARM,GS2,5,10.5,5.529493,0.4316009,0,W2
10,WRIST_ARM,GS2,0,3.5,3.87072,2.338405,0,W2
10,WRIST_ARM,GS2,2.5,3.5,2.516809,0.4295169,0,W2
10,WRIST_ARM,GS2,0,3.5,4.413892,2.785166,0,W2
10,WRIST_ARM,GS2,0,10.5,4.44195,0.4040156,0,W2
10,WRIST_ARM,GS2,2.5,7,2.186222,0.3339162,0,W2
10,WRIST_ARM,GS2,0,10.5,4.093754,0.9463484,0,W2
10,WRIST_ARM,GS2,5,3.5,3.857003,1.211447,0,W2
10,WRIST_ARM,GS2,0,7,2.728679,0.973269,0,W2
10,WRIST_ARM,GS2,2.5,7,3.730268,1.905979,0,W2
10,WRIST_ARM,GS2,0,7,2.186303,0.710067,0,W2
10,WRIST_ARM,GS2,0,3.5,2.032523,0.6258067,0,W2
10,WRIST_ARM,GS2,0,7,2.00597,0.4584418,0,W2
10,WRIST_ARM,GS2,0,7,3.395051,0.5559074,0,W2
10,WRIST_ARM,GS2,2.5,3.5,1.811873,0.2361297,0,W2
10,WRIST_ARM,GS2,0,10.5,3.186471,0.333269,0,W2
10,WRIST_ARM,GS2,5,10.5,6.225867,0.5706846,0,W2
10,WRIST_ARM,GS2,0,10.5,2.405743,0.4565077,0,W2
10,WRIST_ARM,GS2,2.5,10.5,2.911752,0.4885868,0,W2
10,WRIST_ARM,GS2,0,7,2.768872,0.6942352,0,W2
10,WRIST_ARM,GS2,5,7,2.939245,0.7255506,0,W2
10,WRIST_ARM,GS2,0,3.5,4.372378,2.449525,0,W2
10,WRIST_ARM,GS2,5,7,2.938286,0.7658805,0,W2
10,WRIST_ARM,GS2,0,3.5,3.397841,1.820144,0,W2
10,WRIST_ARM,GS2,0,3.5,1.959133,0.3022906,0,W2
10,WRIST_ARM,GS2,5,10.5,5.345573,1.130066,0,W2
10,WRIST_ARM,GS2,0,7,2.716073,0.9762847,0,W2
10,WRIST_ARM,GS2,5,7,6.264627,1.769001,0,W2
10,WRIST_ARM,GS2,0,10.5,3.133781,0.5405519,0,W2
10,WRIST_ARM,GS2,2.5,3.5,2.268428,0.6390927,0,W2
10,WRIST_ARM,GS2,0,10.5,2.387193,0.6390927,2,W2
10,WRIST_ARM,GS2,0,7,2.215702,0.587454,0,W2
10,WRIST_ARM,GS2,5,7,3.202866,0.4877425,0,W2
10,WRIST_ARM,GS2,0,10.5,2.229479,0.6404495,0,W2
10,WRIST_ARM,GS2,0,3.5,2.265254,0.9722547,0,W2
10,WRIST_ARM,GS2,0,10.5,3.414156,0.9622577,0,W2
10,WRIST_ARM,GS2,5,7,2.992748,0.4582078,0,W2
10,WRIST_ARM,GS2,0,7,3.146689,1.531722,0,W2
10,WRIST_ARM,GS2,2.5,10.5,2.812383,0.6383516,0,W2
10,WRIST_ARM,GS2,0,10.5,3.339731,0.8019719,0,W2
10,WRIST_ARM,GS2,5,10.5,3.941715,0.6821842,0,W2
10,WRIST_ARM,GS2,0,3.5,3.298084,1.837174,0,W2
10,WRIST_ARM,GS2,5,10.5,3.719809,0.5974326,0,W2
10,WRIST_ARM,GS2,0,7,2.516368,0.9708775,1,W2
10,WRIST_ARM,GS2,2.5,7,3.093158,0.5574117,0,W2
10,WRIST_ARM,GS2,0,3.5,2.503273,1.153561,0,W2
10,WRIST_ARM,GS2,0,7,2.787552,0.6822981,0,W2
10,WRIST_ARM,GS2,0,3.5,2.100283,0.5973403,0,W2
10,WRIST_ARM,GS2,2.5,3.5,2.076735,0.5009919,0,W2
10,WRIST_ARM,GS2,0,10.5,2.96374,0.9019223,0,W2
10,WRIST_ARM,GS2,5,7,2.689246,0.6680294,0,W2
10,WRIST_ARM,GS2,0,7,2.950331,0.7071243,0,W2
10,WRIST_ARM,GS2,0,10.5,3.731345,0.4437516,0,W2
10,WRIST_ARM,GS2,2.5,3.5,3.060861,0.6115863,0,W2
10,WRIST_ARM,GS2,0,7,2.019569,0.6968688,0,W2
10,WRIST_ARM,GS2,5,3.5,3.787797,1.950065,0,W2
10,WRIST_ARM,GS2,0,3.5,2.479805,1.461418,0,W2
10,WRIST_ARM,GS2,2.5,3.5,2.197378,0.6793411,0,W2
10,WRIST_ARM,GS2,0,7,2.159389,1.003137,0,W2
10,WRIST_ARM,GS2,2.5,10.5,2.880485,0.5135901,0,W2
10,WRIST_ARM,GS2,0,10.5,3.81525,0.7927041,0,W2
10,WRIST_ARM,GS2,5,10.5,6.917969,0.3201917,0,W2
10,WRIST_ARM,GS2,0,3.5,3.860113,1.380418,0,W2
10,WRIST_ARM,GS2,0,7,2.488807,0.6645088,0,W2
10,WRIST_ARM,GS2,2.5,10.5,3.913399,1.198003,0,W2
10,WRIST_ARM,GS2,0,3.5,3.076372,0.9589799,0,W2
10,WRIST_ARM,GS2,2.5,7,2.131987,0.5426527,0,W2
10,WRIST_ARM,GS2,0,7,2.308338,0.7216129,0,W2
10,WRIST_ARM,GS2,0,3.5,2.299869,0.8232908,0,W2
10,WRIST_ARM,GS2,2.5,7,2.518493,0.9720052,0,W2
10,WRIST_ARM,GS2,0,3.5,2.841396,1.170271,0,W2
10,WRIST_ARM,GS2,0,10.5,2.168978,0.4159912,0,W2
10,WRIST_ARM,GS2,5,3.5,3.91532,1.492522,0,W2
10,WRIST_ARM,GS2,0,10.5,2.545887,0.3313777,0,W2
10,WRIST_ARM,GS2,5,3.5,3.789816,1.17132,0,W2
11,WRIST_ARM,GS2,0,7,1.609315,1.823138,2,W1
11,WRIST_ARM,GS2,2.5,3.5,3.368985,1.268246,0,W1
11,WRIST_ARM,GS2,0,10.5,3.732213,0.8905996,0,W1
11,WRIST_ARM,GS2,2.5,3.5,2.921464,1.014829,0,W1
11,WRIST_ARM,GS2,0,7,2.338522,0.9550806,0,W1
11,WRIST_ARM,GS2,5,10.5,4.330982,0.7581283,0,W1
11,WRIST_ARM,GS2,0,10.5,2.741593,0.8359377,0,W1
11,WRIST_ARM,GS2,0,10.5,2.799742,0.7397822,0,W1
11,WRIST_ARM,GS2,0,3.5,2.563658,1.3918,0,W1
11,WRIST_ARM,GS2,0,10.5,3.07512,0.541586,0,W1
11,WRIST_ARM,GS2,2.5,7,3.32969,0.7367861,0,W1
11,WRIST_ARM,GS2,0,7,2.572922,0.652527,0,W1
11,WRIST_ARM,GS2,0,7,2.105047,0.8062177,0,W1
11,WRIST_ARM,GS2,5,10.5,5.677844,1.778853,1,W1
11,WRIST_ARM,GS2,0,3.5,6.433558,1.602659,0,W1
11,WRIST_ARM,GS2,2.5,7,2.966257,1.141229,0,W1
11,WRIST_ARM,GS2,0,3.5,6.779303,1.1688,1,W1
11,WRIST_ARM,GS2,2.5,10.5,3.464083,1.181876,0,W1
11,WRIST_ARM,GS2,0,7,2.550262,0.9614553,0,W1
11,WRIST_ARM,GS2,5,10.5,15.43969,0.6827368,3,W1
11,WRIST_ARM,GS2,0,7,4.204696,0.8198194,0,W1
11,WRIST_ARM,GS2,0,7,3.14724,1.125469,0,W1
11,WRIST_ARM,GS2,5,3.5,4.456572,1.881062,0,W1
11,WRIST_ARM,GS2,0,3.5,4.842467,1.165447,0,W1
11,WRIST_ARM,GS2,2.5,10.5,1.867261,0.5282858,0,W1
11,WRIST_ARM,GS2,0,3.5,4.104259,0.902455,0,W1
11,WRIST_ARM,GS2,0,10.5,2.897779,0.7794104,0,W1
11,WRIST_ARM,GS2,0,10.5,3.18721,0.5001009,1,W1
11,WRIST_ARM,GS2,2.5,3.5,2.591554,0.682483,0,W1
11,WRIST_ARM,GS2,0,10.5,1.920126,0.5966223,0,W1
11,WRIST_ARM,GS2,5,7,10.74891,0.5697213,4,W1
11,WRIST_ARM,GS2,0,3.5,25.64253,1.192948,1,W1
11,WRIST_ARM,GS2,0,10.5,3.466711,0.8196588,1,W1
11,WRIST_ARM,GS2,0,3.5,2.311457,0.6965847,0,W1
11,WRIST_ARM,GS2,5,7,2.661099,0.6672538,0,W1
11,WRIST_ARM,GS2,0,10.5,2.421047,0.3734465,0,W1
11,WRIST_ARM,GS2,5,7,3.078881,0.7659993,0,W1
11,WRIST_ARM,GS2,0,3.5,4.761821,0.9167817,0,W1
11,WRIST_ARM,GS2,5,3.5,3.897061,1.067933,0,W1
11,WRIST_ARM,GS2,0,3.5,6.835867,0.4706103,0,W1
11,WRIST_ARM,GS2,2.5,7,2.854862,0.8884586,0,W1
11,WRIST_ARM,GS2,0,7,1.639549,0.2347486,0,W1
11,WRIST_ARM,GS2,2.5,10.5,3.204494,0.6406779,0,W1
11,WRIST_ARM,GS2,0,7,2.183184,0.4697308,0,W1
11,WRIST_ARM,GS2,5,3.5,6.67313,0.9898933,0,W1
11,WRIST_ARM,GS2,0,10.5,3.327875,0.9898933,2,W1
11,WRIST_ARM,GS2,5,7,3.099876,0.9156091,0,W1
11,WRIST_ARM,GS2,0,7,1.562762,0.3631501,0,W1
11,WRIST_ARM,GS2,2.5,7,2.460975,0.8067044,0,W1
11,WRIST_ARM,GS2,0,7,3.997246,0.3362767,2,W1
11,WRIST_ARM,GS2,2.5,7,2.213964,0.599255,0,W1
11,WRIST_ARM,GS2,0,7,2.046043,0.5007038,0,W1
11,WRIST_ARM,GS2,5,3.5,2.353952,0.9736007,0,W1
11,WRIST_ARM,GS2,0,10.5,6.444705,0.5701426,1,W1
11,WRIST_ARM,GS2,5,10.5,3.300948,0.6693358,0,W1
11,WRIST_ARM,GS2,0,3.5,5.929949,0.8051062,0,W1
11,WRIST_ARM,GS2,5,3.5,3.273804,1.056742,1,W1
11,WRIST_ARM,GS2,0,3.5,3.756133,0.6985557,0,W1
11,WRIST_ARM,GS2,5,3.5,2.981761,0.8218306,0,W1
11,WRIST_ARM,GS2,0,10.5,2.698249,0.5689426,0,W1
11,WRIST_ARM,GS2,0,3.5,2.45157,1.574985,0,W1
11,WRIST_ARM,GS2,5,7,3.119752,1.489474,0,W1
11,WRIST_ARM,GS2,0,3.5,5.11134,2.198631,0,W1
11,WRIST_ARM,GS2,5,10.5,5.414216,2.183915,2,W1
11,WRIST_ARM,GS2,0,10.5,4.38454,1.069444,1,W1
11,WRIST_ARM,GS2,2.5,10.5,3.759224,0.9743063,0,W1
11,WRIST_ARM,GS2,0,3.5,2.241767,1.25181,0,W1
11,WRIST_ARM,GS2,0,3.5,2.157311,0.6123041,0,W1
11,WRIST_ARM,GS2,2.5,7,2.911339,0.5700182,1,W1
11,WRIST_ARM,GS2,0,7,2.337702,0.9875762,0,W1
11,WRIST_ARM,GS2,5,7,2.95322,0.8067998,0,W1
11,WRIST_ARM,GS2,0,10.5,1.640065,0.3590065,0,W1
11,WRIST_ARM,GS2,0,3.5,2.717715,1.088522,1,W1
11,WRIST_ARM,GS2,2.5,10.5,4.022645,1.096498,0,W1
11,WRIST_ARM,GS2,0,10.5,3.020793,0.6523864,0,W1
11,WRIST_ARM,GS2,0,3.5,2.840534,0.6689895,0,W1
11,WRIST_ARM,GS2,0,3.5,2.157918,1.225485,1,W1
11,WRIST_ARM,GS2,2.5,3.5,1.977056,0.6254298,0,W1
11,WRIST_ARM,GS2,0,7,2.059394,0.5561536,0,W1
11,WRIST_ARM,GS2,5,10.5,8.703081,0.7817268,1,W1
11,WRIST_ARM,GS2,0,7,2.282295,0.678703,0,W1
11,WRIST_ARM,GS2,2.5,3.5,2.798684,1.16864,1,W1
11,WRIST_ARM,GS2,0,7,1.670097,0.6270512,0,W1
11,WRIST_ARM,GS2,0,10.5,1.865409,0.4879127,0,W1
11,WRIST_ARM,GS2,0,10.5,2.535553,0.7806704,0,W1
11,WRIST_ARM,GS2,0,7,1.878645,0.4857991,0,W1
11,WRIST_ARM,GS2,2.5,10.5,2.04731,0.5137078,0,W1
11,WRIST_ARM,GS2,0,10.5,8.573836,0.445189,2,W1
11,WRIST_ARM,GS2,0,7,3.148479,0.9489827,0,W1
11,WRIST_ARM,GS2,2.5,3.5,2.728262,1.335869,0,W1
11,WRIST_ARM,GS2,0,10.5,1.616937,0.4595063,0,W2
11,WRIST_ARM,GS2,5,10.5,3.644511,0.9019744,0,W2
11,WRIST_ARM,GS2,0,10.5,2.450594,0.9940041,0,W2
11,WRIST_ARM,GS2,5,7,2.50483,0.7514989,0,W2
11,WRIST_ARM,GS2,0,7,2.881777,0.632434,0,W2
11,WRIST_ARM,GS2,0,7,2.590564,0.8086385,0,W2
11,WRIST_ARM,GS2,0,3.5,1.532121,0.6534209,0,W2
11,WRIST_ARM,GS2,2.5,3.5,1.906528,0.5839093,0,W2
11,WRIST_ARM,GS2,0,10.5,2.478743,0.4174449,0,W2
11,WRIST_ARM,GS2,2.5,10.5,1.893096,0.5700684,0,W2
11,WRIST_ARM,GS2,0,10.5,1.727432,0.5006053,0,W2
11,WRIST_ARM,GS2,0,10.5,2.351301,0.61156,0,W2
11,WRIST_ARM,GS2,5,7,3.275275,0.6957837,1,W2
11,WRIST_ARM,GS2,0,7,5.443497,0.2890831,0,W2
11,WRIST_ARM,GS2,2.5,10.5,2.683713,0.5700061,0,W2
11,WRIST_ARM,GS2,0,10.5,2.310951,0.6127627,0,W2
11,WRIST_ARM,GS2,2.5,7,2.744574,0.5711914,1,W2
11,WRIST_ARM,GS2,0,10.5,2.044171,0.3740358,0,W2
11,WRIST_ARM,GS2,5,10.5,5.878682,0.4043562,1,W2
11,WRIST_ARM,GS2,0,7,2.894152,0.400921,0,W2
11,WRIST_ARM,GS2,2.5,7,4.066787,0.7649563,2,W2
11,WRIST_ARM,GS2,0,7,1.79414,0.3327843,0,W2
11,WRIST_ARM,GS2,0,3.5,1.69949,0.8640608,0,W2
11,WRIST_ARM,GS2,0,7,6.793138,0.7662919,1,W2
11,WRIST_ARM,GS2,2.5,7,2.410142,0.6405293,0,W2
11,WRIST_ARM,GS2,0,10.5,2.059926,0.3612262,0,W2
11,WRIST_ARM,GS2,2.5,3.5,1.462606,0.5419126,0,W2
11,WRIST_ARM,GS2,0,3.5,11.37328,0.7776701,4,W2
11,WRIST_ARM,GS2,0,3.5,1.797248,0.8074195,1,W2
11,WRIST_ARM,GS2,5,7,2.379326,0.5155664,0,W2
11,WRIST_ARM,GS2,0,10.5,2.645552,0.8745443,0,W2
11,WRIST_ARM,GS2,5,3.5,3.662765,1.79437,0,W2
11,WRIST_ARM,GS2,0,3.5,5.47065,1.309349,1,W2
11,WRIST_ARM,GS2,5,3.5,6.028606,1.003529,1,W2
11,WRIST_ARM,GS2,0,7,2.697873,1.000622,0,W2
11,WRIST_ARM,GS2,0,3.5,1.742177,0.5165564,1,W2
11,WRIST_ARM,GS2,0,7,3.872035,0.5138171,1,W2
11,WRIST_ARM,GS2,2.5,10.5,11.72209,0.9035338,1,W2
11,WRIST_ARM,GS2,0,7,3.899317,0.9606138,1,W2
11,WRIST_ARM,GS2,5,3.5,3.369793,1.669658,1,W2
11,WRIST_ARM,GS2,0,3.5,2.992463,1.697942,1,W2
11,WRIST_ARM,GS2,0,3.5,2.364786,1.586662,2,W2
11,WRIST_ARM,GS2,5,10.5,3.482762,0.8077464,1,W2
11,WRIST_ARM,GS2,0,3.5,3.491852,1.083131,0,W2
11,WRIST_ARM,GS2,2.5,3.5,2.703186,0.794079,0,W2
11,WRIST_ARM,GS2,0,10.5,7.129659,0.794079,6,W2
11,WRIST_ARM,GS2,0,10.5,2.335788,0.5001392,0,W2
11,WRIST_ARM,GS2,2.5,10.5,11.26458,0.6970489,5,W2
11,WRIST_ARM,GS2,0,3.5,2.22759,1.027223,0,W2
11,WRIST_ARM,GS2,5,7,3.118356,1.140613,0,W2
11,WRIST_ARM,GS2,0,7,2.309925,0.7495874,0,W2
11,WRIST_ARM,GS2,0,10.5,3.467912,0.9747821,0,W2
11,WRIST_ARM,GS2,2.5,7,2.380629,0.5136073,0,W2
11,WRIST_ARM,GS2,0,3.5,3.632391,0.639518,0,W2
11,WRIST_ARM,GS2,0,7,1.808347,0.4874874,0,W2
11,WRIST_ARM,GS2,2.5,7,4.442048,0.6701787,2,W2
11,WRIST_ARM,GS2,0,3.5,2.216621,0.9747341,0,W2
11,WRIST_ARM,GS2,0,3.5,2.295639,1.348017,0,W2
11,WRIST_ARM,GS2,0,10.5,2.898167,0.875765,0,W2
11,WRIST_ARM,GS2,0,7,2.489552,0.6387032,0,W2
11,WRIST_ARM,GS2,2.5,3.5,1.978731,0.4731635,0,W2
11,WRIST_ARM,GS2,0,3.5,3.867329,0.7503698,0,W2
11,WRIST_ARM,GS2,5,7,5.78049,0.5848668,1,W2
11,WRIST_ARM,GS2,0,10.5,2.002706,0.374454,0,W2
11,WRIST_ARM,GS2,5,3.5,2.870035,0.7797726,0,W2
11,WRIST_ARM,GS2,0,7,5.317452,0.5274234,0,W2
11,WRIST_ARM,GS2,5,10.5,3.760145,0.6528683,0,W2
11,WRIST_ARM,GS2,0,10.5,4.273081,0.5267272,1,W2
11,WRIST_ARM,GS2,5,10.5,2.968404,0.7933126,0,W2
11,WRIST_ARM,GS2,0,7,5.400403,0.2881898,0,W2
11,WRIST_ARM,GS2,0,3.5,1.711937,0.8754612,0,W2
11,WRIST_ARM,GS2,2.5,10.5,2.142751,0.6677687,0,W2
11,WRIST_ARM,GS2,0,10.5,4.164592,0.9061126,0,W2
11,WRIST_ARM,GS2,2.5,3.5,2.032014,0.6530263,0,W2
11,WRIST_ARM,GS2,0,3.5,1.768843,0.8064573,0,W2
11,WRIST_ARM,GS2,2.5,10.5,4.969671,0.9590603,1,W2
11,WRIST_ARM,GS2,0,10.5,3.38341,0.6116898,0,W2
11,WRIST_ARM,GS2,2.5,3.5,1.558654,0.5710664,0,W2
11,WRIST_ARM,GS2,0,3.5,1.54508,0.7218151,0,W2
11,WRIST_ARM,GS2,0,7,1.990209,0.6947208,0,W2
11,WRIST_ARM,GS2,5,3.5,3.149686,1.52048,0,W2
11,WRIST_ARM,GS2,0,7,4.701794,0.6089415,0,W2
11,WRIST_ARM,GS2,5,3.5,3.610142,1.56255,0,W2
11,WRIST_ARM,GS2,0,10.5,2.112094,0.412986,0,W2
11,WRIST_ARM,GS2,2.5,7,1.939412,0.5997138,0,W2
11,WRIST_ARM,GS2,0,7,1.555795,0.4692957,0,W2
11,WRIST_ARM,GS2,5,10.5,2.576908,0.4740731,0,W2
11,WRIST_ARM,GS2,0,7,6.500158,0.6667706,0,W2
11,WRIST_ARM,GS2,0,3.5,1.743447,0.8779198,0,W2
11,WRIST_ARM,GS2,5,7,4.676106,1.696068,0,W2
11,WRIST_ARM,GS2,0,3.5,1.514788,1.043244,0,W3
11,WRIST_ARM,GS2,0,10.5,1.586833,0.4588713,0,W3
11,WRIST_ARM,GS2,2.5,10.5,5.055241,1.892765,0,W3
11,WRIST_ARM,GS2,0,10.5,1.682146,0.2351519,0,W3
11,WRIST_ARM,GS2,5,10.5,4.498861,0.6686637,0,W3
11,WRIST_ARM,GS2,0,3.5,4.201688,1.307985,1,W3
11,WRIST_ARM,GS2,5,10.5,3.496603,0.5862544,0,W3
11,WRIST_ARM,GS2,0,3.5,3.674506,1.431965,0,W3
11,WRIST_ARM,GS2,2.5,7,2.78564,0.6826052,1,W3
11,WRIST_ARM,GS2,0,3.5,2.199146,0.6284515,0,W3
11,WRIST_ARM,GS2,5,3.5,7.227664,0.9313157,0,W3
11,WRIST_ARM,GS2,0,10.5,4.995189,0.6249009,1,W3
11,WRIST_ARM,GS2,0,7,2.382996,0.9038317,0,W3
11,WRIST_ARM,GS2,5,7,3.576584,1.919391,0,W3
11,WRIST_ARM,GS2,0,7,2.353432,0.7098069,0,W3
11,WRIST_ARM,GS2,5,3.5,2.326189,0.890531,0,W3
11,WRIST_ARM,GS2,0,3.5,3.71879,1.137858,0,W3
11,WRIST_ARM,GS2,0,3.5,1.680515,0.5669658,0,W3
11,WRIST_ARM,GS2,2.5,10.5,2.63413,0.5697051,0,W3
11,WRIST_ARM,GS2,0,7,2.169839,0.3975537,0,W3
11,WRIST_ARM,GS2,5,3.5,2.438098,0.541517,0,W3
11,WRIST_ARM,GS2,0,10.5,2.782454,0.5969678,1,W3
11,WRIST_ARM,GS2,0,10.5,1.979368,0.5708771,0,W3
11,WRIST_ARM,GS2,5,7,4.259991,0.9184867,0,W3
11,WRIST_ARM,GS2,0,10.5,2.198753,0.5539002,0,W3
11,WRIST_ARM,GS2,0,3.5,1.614786,0.8069777,0,W3
11,WRIST_ARM,GS2,2.5,3.5,2.062242,0.8508304,0,W3
11,WRIST_ARM,GS2,0,3.5,5.023235,0.6935056,1,W3
11,WRIST_ARM,GS2,2.5,10.5,3.078918,0.5006392,0,W3
11,WRIST_ARM,GS2,0,7,4.941153,0.6394749,2,W3
11,WRIST_ARM,GS2,0,7,2.160166,0.7095121,0,W3
11,WRIST_ARM,GS2,0,7,2.322986,0.7353734,0,W3
11,WRIST_ARM,GS2,2.5,3.5,2.14627,0.5424204,0,W3
11,WRIST_ARM,GS2,0,7,1.62579,0.4017167,0,W3
11,WRIST_ARM,GS2,2.5,3.5,2.147063,0.5989676,0,W3
11,WRIST_ARM,GS2,0,7,1.627118,0.5956051,0,W3
11,WRIST_ARM,GS2,0,10.5,2.147659,0.6411973,0,W3
11,WRIST_ARM,GS2,2.5,7,2.014456,0.3027723,0,W3
11,WRIST_ARM,GS2,0,10.5,2.020269,0.5011759,0,W3
11,WRIST_ARM,GS2,5,7,2.18527,0.5150097,0,W3
