Timestamp,Participant_id,Technique,Gesture_set,height,distance,Pointer_type,Checkpoint_time,Object_view_time,Total_time,mistake_count,d_from_center,d_from_center_with_spike,combo_index
5/30/2022 11:43,1,ARM,GS3,G,0,11,1.632882,0.2241783,46.35665,0,0.4211361,0.4211361,23
5/30/2022 11:43,1,ARM,GS3,G,0,11,1.736004,0.5806593,48.09264,0,0.4684052,0.4684052,24
5/30/2022 11:43,1,ARM,GS3,G,2.5,5.5,1.183498,0.2229688,49.27613,0,0.490162,0.490162,25
5/30/2022 11:43,1,ARM,GS3,G,0,5.5,1.364734,0.6292561,50.64086,0,0.4920562,0.4920562,26
5/30/2022 11:43,1,ARM,GS3,G,2.5,5.5,1.433663,0.1321469,52.07451,0,0.467784,0.467784,27
5/30/2022 11:43,1,ARM,GS3,G,0,11,2.589896,0.9037681,54.66439,1,0.4742428,0.4742428,28
5/30/2022 11:43,1,ARM,GS3,G,0,5.5,1.76851,0.9330243,56.4329,0,0.4925266,0.4925266,29
5/30/2022 11:43,1,ARM,GS3,G,5,11,3.104057,0.3199175,59.53696,0,0.4946682,0.4946682,30
5/30/2022 11:43,1,ARM,GS3,G,0,11,2.687488,0.4347657,62.22444,0,0.4711586,0.4711586,31
5/30/2022 11:43,1,ARM,GS3,G,5,11,3.89779,0.5075551,66.12224,0,0.4768865,0.4768865,32
5/30/2022 11:43,1,ARM,GS3,G,0,11,2.380931,0.6021107,68.50318,0,0.4694805,0.4694805,33
5/30/2022 11:43,1,ARM,GS3,G,2.5,11,1.600958,0.543614,70.10415,0,0.469739,0.469739,34
5/30/2022 11:43,1,ARM,GS3,G,0,5.5,1.33682,0.4846699,71.44097,0,0.4300127,0.4300127,35
5/30/2022 11:43,1,ARM,GS3,G,0,11,2.659029,0.3619413,74.10004,1,0.5069035,0.5069035,36
5/30/2022 11:43,1,ARM,GS3,G,5,11,2.979476,0.4641744,77.07951,0,0.5088242,0.5053911,37
5/30/2022 11:43,1,ARM,GS3,G,0,5.5,2.032655,1.114453,79.11214,0,0.5072604,0.5072604,38
5/30/2022 11:43,1,ARM,GS3,G,0,5.5,1.531254,0.5274228,80.64337,0,0.4441923,0.4441923,39
5/30/2022 11:43,1,ARM,GS3,G,2.5,5.5,1.559133,0.4291968,82.20251,0,0.4867833,0.4867833,40
5/30/2022 11:43,1,ARM,GS3,G,0,11,2.060564,0.3533192,84.26308,0,0.4741977,0.4741977,41
5/30/2022 11:43,1,ARM,GS3,G,2.5,11,1.531384,0.2843066,85.79446,0,0.5002165,0.5002165,42
5/30/2022 11:43,1,ARM,GS3,G,0,11,2.325186,0.4145774,88.11964,0,0.4689441,0.4689441,43
5/30/2022 11:43,1,ARM,GS3,G,2.5,5.5,1.127692,0.3129941,89.24732,0,0.4384507,0.4384507,44
5/30/2022 11:43,1,ARM,GS3,G,0,5.5,1.169468,0.4417991,90.41677,0,0.4382664,0.4398492,45
5/30/2022 11:43,1,ARM,GS3,G,0,5.5,1.128123,0.07211224,91.54485,0,0.4261731,0.4261731,46
5/30/2022 11:43,1,ARM,GS3,G,2.5,11,1.57264,0.3897951,93.11746,0,0.4651012,0.4651012,47
5/30/2022 11:43,1,ARM,GS3,G,0,11,2.784881,0.7032404,95.90233,0,0.4651012,0.4651012,48
5/30/2022 11:44,1,ARM,GS3,G,5,5.5,3.020692,0.6385853,98.923,0,0.4694727,0.4694727,49
5/30/2022 11:44,1,ARM,GS3,G,0,5.5,2.436792,2.436792,101.3598,0,0.4664317,0.4664317,50
5/30/2022 11:44,1,ARM,GS3,G,0,5.5,1.614818,0.4575317,102.9746,0,0.4117038,0.4117038,51
5/30/2022 11:44,1,ARM,GS3,G,2.5,5.5,1.963147,0.7621268,104.9378,0,0.4505634,0.4733162,52
5/30/2022 11:44,1,ARM,GS3,G,0,11,1.795869,0.4456894,106.7336,0,0.4147877,0.4147877,53
5/30/2022 11:44,1,ARM,GS3,G,0,5.5,1.462394,0.8086005,108.196,0,0.4860756,0.4860756,54
5/30/2022 11:44,1,ARM,GS3,G,0,5.5,1.545906,0.7706887,109.7419,0,0.4823758,0.4976979,55
5/30/2022 11:44,1,ARM,GS3,G,0,5.5,1.349578,0.3470723,111.0915,0,0.4935133,0.4935133,56
5/30/2022 11:44,1,ARM,GS3,G,0,11,4.170603,0.2264583,115.2621,3,0.4994031,0.4994031,57
5/30/2022 11:44,1,ARM,GS3,G,0,11,1.537581,0.4751263,116.7997,0,0.4429052,0.4429052,58
