Timestamp,Participant_id,Technique,Gesture_set,Pointer_type,height,distance,Checkpoint_time,Object_view_time,Total_time,mistake_count,d_from_center,d_from_center_with_spike,personalization_type,combo_index
7/29/2022 14:24,6,WRIST_ARM,GS2,G,0,5.5,2.338856,0.8685294,67.21593,2,0.4639177,0.8327354,"35""W1",
7/29/2022 14:24,6,WRIST_ARM,GS2,G,2.5,5.5,2.047074,0.6413059,69.26302,2,0.6037555,0.6037555,"36""W1",
7/29/2022 14:24,6,WRIST_ARM,GS2,G,0,11,1.670524,0.5420254,70.93356,0,0.5602211,0.5602211,"37""W1",
7/29/2022 14:24,6,WRIST_ARM,GS2,G,5,11,2.283654,0.3900036,73.21723,0,0.4868938,0.4868938,"38""W1",
7/29/2022 14:24,6,WRIST_ARM,GS2,G,0,11,2.506781,0.4943398,75.72396,1,0.5342582,0.5342582,"39""W1",
7/29/2022 14:24,6,WRIST_ARM,GS2,G,2.5,11,2.380753,0.5490676,78.10472,2,0.5342582,0.5342582,"40""W1",
7/29/2022 14:25,6,WRIST_ARM,GS2,G,0,5.5,1.293298,0.5490676,1.293298,5,0.5729178,0.5729178,"1""W5",
7/29/2022 14:25,6,WRIST_ARM,GS2,G,2.5,5.5,1.783888,0.5000626,3.077186,1,0.5708811,0.5792098,"2""W5",
7/29/2022 14:25,6,WRIST_ARM,GS2,G,0,5.5,1.44017,0.454761,4.517356,0,0.6204409,0.6204409,"3""W5",
7/29/2022 14:25,6,WRIST_ARM,GS2,G,5,5.5,2.171803,0.6684883,6.689159,2,0.6011682,0.6362388,"4""W5",
7/29/2022 14:25,6,WRIST_ARM,GS2,G,0,11,2.185981,0.8221188,8.875145,1,0.6103568,0.6103568,"5""W5",
7/29/2022 14:25,6,WRIST_ARM,GS2,G,5,11,1.921709,0.6397205,10.79685,0,0.6621749,0.600808,"6""W5",
7/29/2022 14:25,6,WRIST_ARM,GS2,G,0,5.5,1.642891,0.9521678,12.43974,0,0.7438841,0.6584833,"7""W5",
7/29/2022 14:25,6,WRIST_ARM,GS2,G,2.5,5.5,1.127842,0.4432296,13.56758,0,0.6554959,0.6554959,"8""W5",
7/29/2022 14:25,6,WRIST_ARM,GS2,G,0,11,1.712912,0.6825535,15.28049,0,0.5915402,0.5915402,"9""W5",
7/29/2022 14:25,6,WRIST_ARM,GS2,G,0,11,1.447562,0.4866924,16.72807,0,0.560818,0.560818,"10""W5",
7/29/2022 14:25,6,WRIST_ARM,GS2,G,2.5,11,1.810237,0.6756927,18.53831,0,0.5804498,0.5804498,"11""W5",
7/29/2022 14:25,6,WRIST_ARM,GS2,G,0,11,1.351318,0.4447325,19.88963,0,0.7541234,0.7541234,"12""W5",
7/29/2022 14:25,6,WRIST_ARM,GS2,G,2.5,5.5,1.16875,0.5285482,21.05838,0,0.5429316,0.5429316,"13""W5",
7/29/2022 14:25,6,WRIST_ARM,GS2,G,0,5.5,1.378268,0.5253237,22.43665,0,0.5761781,0.5761781,"14""W5",
7/29/2022 14:25,6,WRIST_ARM,GS2,G,0,11,2.019211,0.5566891,24.45585,1,0.6597616,0.5280201,"15""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,5,11,1.85214,0.3900161,26.30799,0,0.5611237,0.5611237,"16""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,0,5.5,2.130149,0.5613874,28.43813,1,0.6150925,0.6403677,"17""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,5,5.5,1.517387,0.7223261,29.95551,0,0.6150925,0.6403677,"18""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,0,11,1.740405,0.5389457,31.69591,0,0.5324662,0.5324662,"19""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,2.5,5.5,1.462416,0.6449745,33.15832,0,0.5126861,0.5126861,"20""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,0,11,1.559042,0.6451969,34.71737,0,0.5872607,0.5872607,"21""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,2.5,11,1.322673,0.348012,36.04003,0,0.5872607,0.5872607,"22""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,0,5.5,1.197513,0.4093758,37.23755,0,0.5872607,0.5872607,"23""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,0,5.5,0.9192249,0.3200908,38.15676,0,0.5872607,0.5872607,"24""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,5,11,2.115718,0.5265962,40.27247,0,0.5349634,0.5349634,"25""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,0,11,2.54636,0.7602996,42.81882,1,0.5349634,0.5349634,"26""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,0,11,1.756158,0.4888487,44.57496,1,0.5349634,0.5349634,"27""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,0,11,1.211908,0.3839579,45.78687,1,0.6426522,0.6426522,"28""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,2.5,11,1.50324,0.3476068,47.2901,1,0.5261626,0.5261626,"29""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,0,5.5,1.69858,0.4436216,48.98869,1,0.5261626,0.5261626,"30""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,0,11,1.308945,0.4177671,50.29763,0,0.5397699,0.5397699,"31""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,5,5.5,1.211173,0.3899894,51.5088,0,0.6258268,0.6258268,"32""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,0,5.5,1.587342,0.7759773,53.09615,0,0.6258268,0.6258268,"33""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,5,5.5,1.462068,0.7101309,54.55822,0,0.6258268,0.6258268,"34""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,0,5.5,1.893715,0.4876001,56.45193,0,0.6543871,0.6543871,"35""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,2.5,11,1.782069,0.5706559,58.234,0,0.6543871,0.6543871,"36""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,0,5.5,1.462042,0.6129377,59.69603,0,0.6155503,0.6288559,"37""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,0,5.5,0.9321887,0.3533842,60.62822,0,0.5403945,0.5296422,"38""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,0,11,1.504262,0.5164722,62.13248,0,0.6309852,0.6309852,"39""W5",
7/29/2022 14:26,6,WRIST_ARM,GS2,G,5,11,2.562092,0.6966277,64.69458,0,0.6967238,0.6967238,"40""W5",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,0,5.5,1.182753,0.6966277,1.182753,0,0.5112904,0.5112904,"1""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,0,5.5,1.113834,0.3335584,2.296587,0,0.5112904,0.5112904,"2""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,0,11,1.684767,0.4878397,3.981353,1,0.7634202,0.5613712,"3""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,0,5.5,1.02187,0.3465964,5.003226,0,0.6925747,0.6925747,"4""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,2.5,5.5,1.595916,0.5158081,6.599143,1,0.6925747,0.6925747,"5""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,0,5.5,1.573678,0.451211,8.17282,1,0.7001103,0.601743,"6""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,5,5.5,1.90793,0.695939,10.08075,1,0.5267243,0.6236452,"7""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,0,5.5,1.99148,0.8437231,12.07222,1,0.5267243,0.6236452,"8""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,0,5.5,1.210343,0.3796332,13.28257,0,0.6149693,0.6149693,"9""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,0,5.5,0.9322644,0.12588,14.21483,0,0.6419673,0.6419673,"10""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,2.5,5.5,1.044687,0.01445646,15.25952,0,0.4777344,0.4777344,"11""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,0,11,1.420267,0.2070291,16.67979,0,0.5319393,0.5348604,"12""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,0,5.5,1.099654,0.01362469,17.77945,0,0.5319393,0.5348604,"13""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,5,11,1.643198,0.1540791,19.42265,0,0.5319393,0.5348604,"14""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,0,11,1.698716,0.4318564,21.12136,0,0.5889718,0.5889718,"15""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,2.5,11,1.600818,0.5340288,22.72218,0,0.5889718,0.5889718,"16""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,0,5.5,1.378872,0.5553053,24.10106,0,0.5881472,0.5881472,"17""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,2.5,11,1.782526,0.3025162,25.88359,0,0.5881472,0.5881472,"18""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,0,11,1.475562,0.5097629,27.35914,0,0.5881472,0.5881472,"19""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,5,5.5,1.60096,0.7992557,28.9601,0,0.5881472,0.5881472,"20""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,0,11,1.601206,0.3954496,30.56131,0,0.6128089,0.6128089,"21""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,2.5,11,1.601345,0.4594024,32.16266,0,0.6418819,0.6418819,"22""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,0,11,1.509247,0.5759059,33.67191,0,0.539956,0.539956,"23""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,5,5.5,1.56767,0.7226406,35.2396,0,0.539956,0.539956,"24""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,0,5.5,1.699004,0.8745347,36.93861,0,0.6465914,0.6465914,"25""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,2.5,11,2.002949,0.318023,38.94155,1,0.6200445,4.524913,"26""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,0,11,2.020726,0.5496657,40.96227,3,0.6200445,4.524913,"27""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,2.5,5.5,2.895877,0.5900775,43.85817,3,0.6440598,0.4527332,"28""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,0,11,1.55959,0.455455,45.41775,0,0.6377476,0.6377476,"29""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,5,11,2.464279,0.5433298,47.88206,1,0.6377476,0.6377476,"30""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,0,11,2.757577,0.6454649,50.63965,3,0.6156391,0.6800446,"31""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,2.5,5.5,2.477958,0.4592406,53.11758,2,0.4593206,0.4593206,"32""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,0,11,2.477978,0.487245,55.59555,1,0.4593206,0.4593206,"33""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,0,5.5,1.475761,0.487403,57.07131,0,0.6408819,0.6408819,"34""W3",
7/29/2022 14:27,6,WRIST_ARM,GS2,G,5,11,2.408868,0.4598523,59.48018,0,0.5113995,0.5113995,"35""W3",
7/29/2022 14:28,6,WRIST_ARM,GS2,G,0,5.5,2.26996,0.6252027,61.75011,1,0.620337,0.620337,"36""W3",
7/29/2022 14:28,6,WRIST_ARM,GS2,G,0,11,2.311238,0.5889337,64.06136,2,0.4842616,0.4842616,"37""W3",
7/29/2022 14:28,6,WRIST_ARM,GS2,G,5,5.5,2.436594,0.8905857,66.49798,1,0.4842616,0.4842616,"38""W3",
7/29/2022 14:28,6,WRIST_ARM,GS2,G,0,11,2.324944,0.6709383,68.82294,2,0.5973471,0.5982224,"39""W3",
7/29/2022 14:28,6,WRIST_ARM,GS2,G,5,11,2.520656,0.6123931,71.3436,1,0.7131463,0.7131463,"40""W3",
7/29/2022 14:29,6,WRIST_ARM,GS2,G,0,11,30.54604,30.54604,30.54604,0,0.5012037,0.5012037,1,
7/29/2022 14:30,6,WRIST_ARM,GS2,G,0,5.5,75.66119,75.66119,106.2071,11,0.4791479,0.4791479,2,
7/29/2022 14:30,6,WRIST_ARM,GS2,G,2.5,11,6.440624,6.440624,112.6477,1,0.5019608,0.5019608,3,
