,Timestamp,Participant_id,Technique,Gesture_set,Pointer_type,height,distance,Checkpoint_time,Object_view_time,Total_time,mistake_count,d_from_center,d_from_center_with_spike,combo_index
,7/27/2022 17:06,1,WRIST_ARM,GS2,G,2.5,5.5,1.253407,0.1999611,20.99151,0,0.441098,0.441098,8
,7/27/2022 17:06,1,WRIST_ARM,GS2,G,0,11,2.700803,0.8917597,23.69232,0,0.5165699,0.4986232,9
,7/27/2022 17:07,1,WRIST_ARM,GS2,G,0,5.5,2.047512,0.6033137,25.73982,0,0.4508391,0.4508391,10
,7/27/2022 17:07,1,WRIST_ARM,GS2,G,5,5.5,2.783434,0.7168727,28.52325,1,0.4839358,0.4839358,11
,7/27/2022 17:07,1,WRIST_ARM,GS2,G,0,5.5,2.158481,2.158481,30.68173,0,0.421169,0.421169,12
,7/27/2022 17:07,1,WRIST_ARM,GS2,G,2.5,11,2.074238,0.4327087,32.75597,0,0.4989056,0.4989056,13
,7/27/2022 17:07,1,WRIST_ARM,GS2,G,0,5.5,1.712068,0.9734389,34.46802,0,0.4278962,0.4278962,14
,7/27/2022 17:07,1,WRIST_ARM,GS2,G,5,11,2.547673,0.3254119,37.01568,0,0.4745284,0.4745284,15
,7/27/2022 17:07,1,WRIST_ARM,GS2,G,0,11,2.061861,0.8848574,39.07754,0,0.4764905,0.4764905,16
,7/27/2022 17:07,1,WRIST_ARM,GS2,G,2.5,5.5,2.324057,0.6721178,41.40162,0,0.4947305,0.4947305,17
,7/27/2022 17:07,1,WRIST_ARM,GS2,G,0,11,1.712041,0.4285257,43.11366,0,0.5005342,0.5005342,18
,7/27/2022 17:07,1,WRIST_ARM,GS2,G,0,5.5,3.088236,1.072002,46.20188,0,0.4944337,0.4944337,19
,7/27/2022 17:07,1,WRIST_ARM,GS2,G,5,11,2.717896,0.5430763,48.91978,0,0.5022572,0.5022572,20
,7/27/2022 17:07,1,WRIST_ARM,GS2,G,0,11,4.191802,1.222889,53.11159,0,0.4845094,0.4845094,21
,7/27/2022 17:07,1,WRIST_ARM,GS2,G,2.5,11,2.64337,0.6122351,55.75497,0,0.4479416,0.4479416,22
,7/27/2022 17:07,1,WRIST_ARM,GS2,G,0,5.5,1.725039,0.7662414,57.48001,0,0.5014753,0.5014753,23
,7/27/2022 17:07,1,WRIST_ARM,GS2,G,2.5,5.5,4.855259,0.4330192,62.33525,2,0.4873695,8.299893,24
,7/27/2022 17:07,1,WRIST_ARM,GS2,G,0,11,9.184779,0.9214635,71.51999,4,0.5067055,3.190329,25
,7/27/2022 17:07,1,WRIST_ARM,GS2,G,5,5.5,2.459298,1.123202,73.9793,0,0.5035406,0.5035406,26
,7/27/2022 17:07,1,WRIST_ARM,GS2,G,0,5.5,2.198192,1.355072,76.17748,0,0.4594879,3.727601,27
,7/27/2022 17:07,1,WRIST_ARM,GS2,G,0,11,5.626244,0.6943893,81.80376,3,0.5021782,2.085355,28
,7/27/2022 17:08,1,WRIST_ARM,GS2,G,0,5.5,6.655254,0.7700351,88.45894,6,0.4687463,0.5025657,29
,7/27/2022 17:08,1,WRIST_ARM,GS2,G,5,11,6.919079,0.7500715,95.37799,2,0.4958816,0.4958816,30
,7/27/2022 17:08,1,WRIST_ARM,GS2,G,0,5.5,2.501897,0.7500715,2.501897,5,0.4637896,1.664077,1
,7/27/2022 17:08,1,WRIST_ARM,GS2,G,5,11,3.700018,1.43092,6.201916,1,0.4876534,8.357107,2
,7/27/2022 17:08,1,WRIST_ARM,GS2,G,0,5.5,2.979521,0.6258775,9.181434,1,0.5111177,0.8450392,3
,7/27/2022 17:08,1,WRIST_ARM,GS2,G,0,11,5.038057,0.4598488,14.21949,2,0.4343379,1.006667,4
,7/27/2022 17:08,1,WRIST_ARM,GS2,G,0,11,4.457449,0.6413913,18.67694,1,0.502205,0.502205,5
,7/27/2022 17:08,1,WRIST_ARM,GS2,G,2.5,11,8.742529,0.6700961,27.41947,6,0.5025467,0.5025467,6
,7/27/2022 17:09,1,WRIST_ARM,GS2,G,0,5.5,5.386272,0.7624084,32.80574,3,0.4585397,1.066188,7
,7/27/2022 17:09,1,WRIST_ARM,GS2,G,2.5,5.5,5.152657,0.8007473,37.95842,3,0.4529218,0.4529218,8
,7/27/2022 17:09,1,WRIST_ARM,GS2,G,0,5.5,2.060933,0.4320275,40.01934,0,0.4905524,0.9145297,9
,7/27/2022 17:09,1,WRIST_ARM,GS2,G,2.5,11,3.382711,1.12602,43.40206,1,0.500515,5.201546,10
,7/27/2022 17:09,1,WRIST_ARM,GS2,G,0,5.5,2.63142,0.532533,46.03349,1,0.5143604,1.059654,11
,7/27/2022 17:09,1,WRIST_ARM,GS2,G,0,11,4.66402,0.5568631,50.6975,3,0.4932285,0.4932285,12
,7/27/2022 17:09,1,WRIST_ARM,GS2,G,2.5,11,4.441576,0.5150718,55.13907,0,0.4463765,0.5001164,13
,7/27/2022 17:09,1,WRIST_ARM,GS2,G,0,11,2.798004,0.8900773,57.93707,0,0.4544356,0.4544356,14
,7/27/2022 17:09,1,WRIST_ARM,GS2,G,0,5.5,1.796006,0.35992,59.73309,1,0.473303,0.473303,15
,7/27/2022 17:09,1,WRIST_ARM,GS2,G,5,11,7.003077,0.8911037,66.73621,1,0.4459091,0.4459091,16
,7/27/2022 17:09,1,WRIST_ARM,GS2,G,0,11,3.577849,1.137779,70.31401,0,0.4921584,1.41273,17
,7/27/2022 17:09,1,WRIST_ARM,GS2,G,5,5.5,3.439062,0.729706,73.75305,1,0.5090328,13.20995,18
,7/27/2022 17:09,1,WRIST_ARM,GS2,G,0,5.5,6.154546,0.9612585,79.90763,1,0.432768,2.669443,19
,7/27/2022 17:09,1,WRIST_ARM,GS2,G,5,11,3.743942,0.6451502,83.65157,1,0.4882281,0.4882281,20
,7/27/2022 17:09,1,WRIST_ARM,GS2,G,0,11,3.008076,0.4790567,86.65961,1,0.5031644,0.5031644,21
,7/27/2022 17:09,1,WRIST_ARM,GS2,G,5,5.5,2.435475,0.6261075,89.09506,0,0.4684873,0.4684873,22
,7/27/2022 17:10,1,WRIST_ARM,GS2,G,0,5.5,8.406195,0.8533778,97.50117,3,0.4652209,0.4652209,23
,7/27/2022 17:10,1,WRIST_ARM,GS2,G,0,11,7.493122,0.8020316,104.9943,5,0.4985493,0.4985493,24
,7/27/2022 17:10,1,WRIST_ARM,GS2,G,0,11,5.402201,0.8493459,110.3964,1,0.4695612,0.5980858,25
,7/27/2022 17:45,2,ARM,GS2,G,0,5.5,2.387571,1.872362,20.77931,0,0.4633927,0.4633927,9
,7/27/2022 17:45,2,ARM,GS2,G,2.5,5.5,2.061257,0.5437062,22.84057,0,0.4285368,0.4285368,10
,7/27/2022 17:45,2,ARM,GS2,G,0,5.5,2.339234,1.176054,25.17981,0,0.5012652,0.5012652,11
,7/27/2022 17:45,2,ARM,GS2,G,2.5,11,3.11841,1.039801,28.29823,0,0.4967885,0.4967885,12
,7/27/2022 17:45,2,ARM,GS2,G,0,5.5,2.074462,1.284234,30.37268,0,0.4936172,0.4461957,13
,7/27/2022 17:45,2,ARM,GS2,G,0,5.5,2.687046,1.251228,33.05972,0,0.4225428,0.4225428,14
,7/27/2022 17:45,2,ARM,GS2,G,2.5,11,4.072673,0.8889853,37.1324,1,0.5112945,5.371561,15
,7/27/2022 17:45,2,ARM,GS2,G,0,11,2.442704,0.8655798,39.5751,0,0.4550255,0.4550255,16
,7/27/2022 17:45,2,ARM,GS2,G,0,11,2.046936,0.5432924,41.62202,0,0.4550255,0.4550255,17
,7/27/2022 17:45,2,ARM,GS2,G,2.5,11,2.450187,0.7669451,44.0722,0,0.506458,4.958972,18
,7/27/2022 17:46,2,ARM,GS2,G,0,11,1.907237,0.6810108,45.97944,0,0.4357692,0.4357692,19
,7/27/2022 17:46,2,ARM,GS2,G,5,5.5,2.603217,1.017486,48.58266,0,0.4562367,0.4562367,20
,7/27/2022 17:46,2,ARM,GS2,G,0,5.5,2.255669,2.255669,50.83834,1,0.4838046,0.4838046,21
,7/27/2022 17:46,2,ARM,GS2,G,2.5,5.5,1.976653,0.6164702,52.81498,0,0.4803967,0.4803967,22
,7/27/2022 17:46,2,ARM,GS2,G,0,5.5,1.921395,1.12863,54.73638,0,0.4538412,0.4538412,23
,7/27/2022 17:46,2,ARM,GS2,G,5,11,4.343966,0.9985797,59.0804,1,0.4844799,0.4844799,24
,7/27/2022 17:46,2,ARM,GS2,G,0,11,3.876849,1.240765,62.95726,1,0.4417126,0.4417126,25
,7/27/2022 17:46,2,ARM,GS2,G,5,5.5,2.486041,0.7828716,65.44332,1,0.5073612,0.5073612,26
,7/27/2022 17:46,2,ARM,GS2,G,0,5.5,2.227962,2.227962,67.6713,1,0.4391296,0.4391296,27
,7/27/2022 17:46,2,ARM,GS2,G,0,11,2.812441,0.9323743,70.48374,0,0.482259,0.482259,28
,7/27/2022 17:46,2,ARM,GS2,G,0,11,2.449266,0.8765795,72.93301,0,0.4456316,0.4456316,29
,7/27/2022 17:46,2,ARM,GS2,G,2.5,5.5,2.088307,0.6600555,75.02135,0,0.4456316,0.4456316,30
,7/27/2022 17:46,2,ARM,GS2,G,0,11,2.116247,0.6600555,2.116247,0,0.4791457,0.4791457,1
,7/27/2022 17:46,2,ARM,GS2,G,5,11,2.381987,1.031374,4.498234,0,0.4732514,0.4732514,2
,7/27/2022 17:46,2,ARM,GS2,G,0,11,3.660957,1.09597,8.159192,1,0.4583453,0.489687,3
,7/27/2022 17:46,2,ARM,GS2,G,5,5.5,4.760785,0.981267,12.91998,0,0.5031675,0.5031675,4
,7/27/2022 17:47,2,ARM,GS2,G,0,11,2.520302,0.7720189,15.44027,0,0.4560961,0.4560961,5
,7/27/2022 17:47,2,ARM,GS2,G,2.5,11,2.519629,0.4455463,17.9599,0,0.496624,0.4842931,6
,7/27/2022 17:47,2,ARM,GS2,G,0,5.5,1.461754,0.9733502,19.42166,0,0.4829982,0.4829982,7
,7/27/2022 17:47,2,ARM,GS2,G,5,11,3.495372,0.688421,22.91703,1,0.483546,0.483546,8
,7/27/2022 17:47,2,ARM,GS2,G,0,11,2.700177,0.8571401,25.61722,1,0.402362,0.402362,9
,7/27/2022 17:47,2,ARM,GS2,G,5,5.5,3.424552,0.6797079,29.04177,0,0.5050237,0.5050237,10
,7/27/2022 17:47,2,ARM,GS2,G,0,5.5,2.436638,2.436638,31.4784,0,0.473798,0.473798,11
,7/27/2022 17:47,2,ARM,GS2,G,0,5.5,1.991108,1.991108,33.46951,0,0.4692178,0.4692178,12
,7/27/2022 17:47,2,ARM,GS2,G,0,11,3.731025,0.8662928,37.20053,0,0.4928423,0.4928423,13
,7/27/2022 17:47,2,ARM,GS2,G,5,5.5,2.839879,0.715725,40.04042,0,0.5124531,0.515393,14
,7/27/2022 17:47,2,ARM,GS2,G,0,5.5,2.520294,2.520294,42.56071,1,0.4809976,0.4809976,15
,7/27/2022 17:47,2,ARM,GS2,G,0,11,1.935701,0.5720114,44.49642,1,0.5139021,0.4611186,16
,7/27/2022 17:47,2,ARM,GS2,G,0,11,2.394017,0.5411225,46.89043,0,0.4748166,0.4748166,17
,7/27/2022 17:47,2,ARM,GS2,G,2.5,5.5,1.559229,0.6033811,48.44964,0,0.4813044,0.4813044,18
,7/27/2022 17:47,2,ARM,GS2,G,0,5.5,2.659361,0.6332354,51.10898,1,0.4928117,0.4928117,19
,7/27/2022 17:47,2,ARM,GS2,G,2.5,5.5,1.90698,0.8001124,53.01597,0,0.5074561,0.5074561,20
,7/27/2022 17:47,2,ARM,GS2,G,0,5.5,1.86573,1.86573,54.88168,0,0.4466906,0.4466906,21
,7/27/2022 17:47,2,ARM,GS2,G,0,5.5,2.297308,1.294294,57.179,0,0.4361147,0.4361147,22
,7/27/2022 17:47,2,ARM,GS2,G,0,11,2.520044,0.7948513,59.69905,0,0.4615033,0.4615033,23
,7/27/2022 17:47,2,ARM,GS2,G,2.5,11,2.380428,0.614099,62.07946,0,0.4750467,0.4750467,24
,7/27/2022 17:47,2,ARM,GS2,G,0,5.5,3.062976,1.1092,65.14246,1,0.4563988,0.4563988,25
,7/27/2022 17:47,2,ARM,GS2,G,2.5,5.5,2.130688,1.177237,67.27319,0,0.4620439,0.4541107,26
,7/27/2022 17:47,2,ARM,GS2,G,0,11,2.324543,0.766222,69.59771,0,0.4292127,0.4292127,27
,7/27/2022 17:47,2,ARM,GS2,G,5,11,2.464408,0.8739791,72.06211,0,0.4861566,0.4861566,28
,7/27/2022 17:47,2,ARM,GS2,G,0,5.5,2.53367,2.53367,74.59585,0,0.473479,0.473479,29
,7/27/2022 17:48,2,ARM,GS2,G,2.5,11,2.56171,0.575389,77.15759,0,0.4961088,0.4961088,30
,7/27/2022 17:48,2,WRIST_ARM,GS2,G,0,11,1.837133,0.575389,1.837133,1,0.4528404,0.4528404,1
,7/27/2022 17:48,2,WRIST_ARM,GS2,G,0,11,1.907267,0.0138438,3.744398,0,0.4578323,0.4578323,2
,7/27/2022 17:48,2,WRIST_ARM,GS2,G,5,5.5,2.770223,0.9330611,6.514621,0,0.4610535,0.4610535,3
,7/27/2022 17:48,2,WRIST_ARM,GS2,G,0,5.5,2.826576,2.826576,9.341196,0,0.4851436,0.5131164,4
,7/27/2022 17:48,2,WRIST_ARM,GS2,G,5,11,2.380601,0.542241,11.72179,0,0.4703594,0.4703594,5
,7/27/2022 17:48,2,WRIST_ARM,GS2,G,0,11,2.200206,0.8975998,13.922,0,0.4887227,0.4887227,6
,7/27/2022 17:48,2,WRIST_ARM,GS2,G,5,11,2.992611,0.5222126,16.91461,0,0.4588593,0.4588593,7
,7/27/2022 17:48,2,WRIST_ARM,GS2,G,0,11,3.160596,0.803963,20.07521,1,0.4952913,0.4952913,8
,7/27/2022 17:48,2,WRIST_ARM,GS2,G,0,5.5,1.810133,0.6470777,21.88535,0,0.4383159,0.4383159,9
,7/27/2022 17:48,2,WRIST_ARM,GS2,G,2.5,5.5,3.014608,0.8560913,24.89996,1,0.4889666,0.4889666,10
,7/27/2022 17:48,2,WRIST_ARM,GS2,G,0,11,3.452312,0.7468367,28.35228,1,0.5054117,0.4590167,11
,7/27/2022 17:48,2,WRIST_ARM,GS2,G,0,11,3.272583,0.8128397,31.62486,0,0.4816419,0.4816419,12
,7/27/2022 17:49,2,WRIST_ARM,GS2,G,2.5,11,2.373243,0.5481073,33.9981,0,0.5030172,0.4668947,13
,7/27/2022 17:49,2,WRIST_ARM,GS2,G,0,11,2.296336,1.028183,36.29445,0,0.4640578,0.4640578,14
,7/27/2022 17:49,2,WRIST_ARM,GS2,G,5,11,4.246802,1.188893,40.54128,1,0.4906255,0.4906255,15
,7/27/2022 17:49,2,WRIST_ARM,GS2,G,0,11,3.842522,1.291107,44.3838,1,0.4374904,0.4374904,16
,7/27/2022 17:49,2,WRIST_ARM,GS2,G,2.5,11,3.717556,1.181309,48.10136,1,0.4996441,0.4261601,17
,7/27/2022 17:49,2,WRIST_ARM,GS2,G,0,11,2.881346,1.111758,50.98269,0,0.4811156,0.4811156,18
,7/27/2022 17:49,2,WRIST_ARM,GS2,G,2.5,5.5,2.130184,0.7938702,53.11287,0,0.4522265,0.4522265,19
,7/27/2022 17:49,2,WRIST_ARM,GS2,G,0,5.5,3.167412,1.037224,56.28028,1,0.4315491,0.4315491,20
,7/27/2022 17:49,2,WRIST_ARM,GS2,G,0,5.5,1.475127,0.6641516,57.7554,0,0.4100549,0.4100549,21
,7/27/2022 17:49,2,WRIST_ARM,GS2,G,5,5.5,2.304638,0.5953904,60.06004,0,0.4805205,0.4805205,22
,7/27/2022 17:49,2,WRIST_ARM,GS2,G,0,5.5,2.158604,1.741335,62.21863,0,0.4745538,0.4745538,23
,7/27/2022 17:49,2,WRIST_ARM,GS2,G,0,5.5,1.865004,0.7243588,64.08366,0,0.5089593,0.5089593,24
,7/27/2022 17:49,2,WRIST_ARM,GS2,G,2.5,11,4.379058,0.5154281,68.4627,1,0.4928061,0.4928061,25
,7/27/2022 17:49,2,WRIST_ARM,GS2,G,0,5.5,2.192612,0.9646349,70.6553,0,0.4685188,0.4685188,26
,7/27/2022 17:49,2,WRIST_ARM,GS2,G,0,5.5,2.101865,0.9808544,72.75713,0,0.4560818,0.4560818,27
,7/27/2022 17:49,2,WRIST_ARM,GS2,G,2.5,5.5,2.283513,1.273862,75.04066,0,0.4807205,0.4807205,28
,7/27/2022 17:49,2,WRIST_ARM,GS2,G,0,5.5,3.16107,1.085865,78.20178,1,0.4975905,0.4975905,29
,7/27/2022 17:49,2,WRIST_ARM,GS2,G,5,5.5,2.560659,0.9242904,80.76243,0,0.5046852,0.5046852,30
,7/27/2022 18:19,3,WRIST_ARM,GS2,G,0,5.5,1.168595,0.9242904,1.168595,2,0.4790612,0.4790612,1
,7/27/2022 18:19,3,WRIST_ARM,GS2,G,0,11,3.98172,0.5988604,5.150313,1,0.4895314,0.4740332,2
,7/27/2022 18:19,3,WRIST_ARM,GS2,G,5,11,2.561841,0.4198228,7.712155,0,0.489476,0.489476,3
,7/27/2022 18:19,3,WRIST_ARM,GS2,G,0,11,3.118805,0.7128809,10.83096,2,0.4569344,0.4569344,4
,7/27/2022 18:19,3,WRIST_ARM,GS2,G,5,5.5,2.060858,0.7160356,12.89182,0,0.4875921,0.4875921,5
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,0,11,1.878877,0.3432175,14.7707,0,0.4301004,0.4301004,6
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,5,11,2.520118,0.2367517,17.29081,0,0.4966267,0.4966267,7
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,0,11,1.851531,0.4202334,19.14234,0,0.4683435,0.4987177,8
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,2.5,5.5,1.462558,0.2783761,20.6049,0,0.4440641,0.4440641,9
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,0,11,3.186004,0.1250029,23.79092,1,0.4551051,0.4551051,10
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,2.5,5.5,1.212836,0.01554114,25.00376,0,0.460193,0.4790471,11
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,0,5.5,1.977232,0.7196673,26.981,0,0.4446617,0.4446617,12
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,0,5.5,1.141352,0.2625366,28.12236,0,0.4789962,0.4789962,13
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,2.5,11,2.269269,0.3618129,30.39163,0,0.4865533,0.4865533,14
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,0,5.5,3.369497,0.7030149,33.76114,1,0.4280604,0.4280604,15
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,5,5.5,2.464163,0.9924754,36.2253,0,0.4490553,0.4490553,16
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,0,11,2.506053,0.4583513,38.73136,0,0.406658,0.406658,17
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,0,5.5,1.141338,0.2283443,39.87272,0,0.4427579,0.4427579,18
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,2.5,11,3.076786,0.4519289,42.94949,1,0.4645686,0.4645686,19
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,0,5.5,3.076845,0.9843267,46.02633,1,0.4879417,0.4632024,20
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,5,11,2.700839,0.6706014,48.72717,0,0.4817269,0.4817269,21
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,0,5.5,2.562087,0.7094206,51.28924,1,0.432191,0.4932068,22
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,2.5,5.5,2.018677,0.7228774,53.30792,0,0.4455344,0.4455344,23
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,0,5.5,1.684661,0.6600564,54.9926,0,0.4099482,0.4099482,24
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,0,11,1.907291,0.3921784,56.89989,0,0.4468705,0.4468705,25
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,0,5.5,1.726157,0.6276417,58.62603,0,0.4699888,0.4895912,26
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,0,11,2.854303,0.4997678,61.48031,1,0.5049654,0.5049654,27
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,5,5.5,2.951306,1.865456,64.43163,0,0.5115412,0.5115412,28
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,0,11,2.339003,0.4874057,66.77065,0,0.4092599,0.4092599,29
,7/27/2022 18:20,3,WRIST_ARM,GS2,G,2.5,11,3.118545,0.264745,69.88919,1,0.4689835,0.4689835,30
,7/27/2022 18:21,3,WRIST_ARM,GS2,G,0,5.5,1.100495,0.264745,1.100495,1,0.4936143,0.4936143,1
,7/27/2022 18:21,3,WRIST_ARM,GS2,G,5,5.5,2.059736,0.652451,3.160231,0,0.4530961,0.4530961,2
,7/27/2022 18:21,3,WRIST_ARM,GS2,G,0,5.5,2.896648,0.5179457,6.056878,1,0.4428785,0.4901954,3
,7/27/2022 18:21,3,WRIST_ARM,GS2,G,0,11,2.353138,0.3768314,8.410013,0,0.4803287,0.4166014,4
,7/27/2022 18:21,3,WRIST_ARM,GS2,G,0,5.5,1.16896,0.1537064,9.578972,0,0.4530239,0.4530239,5
,7/27/2022 18:21,3,WRIST_ARM,GS2,G,0,11,1.586483,0.3338532,11.16546,0,0.4232344,0.4232344,6
,7/27/2022 18:21,3,WRIST_ARM,GS2,G,0,11,1.538971,0.1539266,12.70443,0,0.493047,0.493047,7
,7/27/2022 18:21,3,WRIST_ARM,GS2,G,2.5,11,1.63543,0.2433196,14.33986,0,0.4781509,0.4781509,8
,7/27/2022 18:21,3,WRIST_ARM,GS2,G,0,5.5,1.60129,0.4460182,15.94115,0,0.4454801,0.4454801,9
,7/27/2022 18:21,3,WRIST_ARM,GS2,G,5,5.5,1.600534,0.539483,17.54169,0,0.4929343,0.4929343,10
,7/27/2022 18:21,3,WRIST_ARM,GS2,G,0,5.5,1.894785,0.5055194,19.43647,0,0.4068429,0.4068429,11
,7/27/2022 18:21,3,WRIST_ARM,GS2,G,2.5,11,3.368054,0.9845172,22.80453,1,0.4391126,0.4391126,12
,7/27/2022 18:21,3,WRIST_ARM,GS2,G,0,5.5,1.921535,0.6541107,24.72606,0,0.4922336,0.4922336,13
,7/27/2022 18:21,3,WRIST_ARM,GS2,G,5,11,4.176587,0.7801918,28.90265,2,0.4891983,0.4549871,14
,7/27/2022 18:21,3,WRIST_ARM,GS2,G,0,5.5,1.824355,0.5958123,30.72701,0,0.4655214,0.4655214,15
,7/27/2022 18:21,3,WRIST_ARM,GS2,G,2.5,5.5,1.600754,0.3260317,32.32775,0,0.4508179,0.4508179,16
,7/27/2022 18:21,3,WRIST_ARM,GS2,G,0,11,2.241845,0.4639505,34.56958,0,0.5049922,0.5049922,17
,7/27/2022 18:21,3,WRIST_ARM,GS2,G,5,5.5,2.213208,0.3332356,36.78278,1,0.4853088,0.4853088,18
,7/27/2022 18:22,3,WRIST_ARM,GS2,G,0,11,2.144425,0.4931919,38.9272,0,0.4866349,0.4866349,19
,7/27/2022 18:22,3,WRIST_ARM,GS2,G,2.5,11,2.157265,0.7378808,41.08445,0,0.486123,0.486123,20
,7/27/2022 18:22,3,WRIST_ARM,GS2,G,0,11,1.83834,0.4179916,42.92278,0,0.5057218,0.5057218,21
,7/27/2022 18:22,3,WRIST_ARM,GS2,G,5,11,2.226892,0.5207946,45.1497,0,0.4772756,0.4772756,22
,7/27/2022 18:22,3,WRIST_ARM,GS2,G,0,11,1.810908,0.2495126,46.96059,0,0.45951,0.45951,23
,7/27/2022 18:22,3,WRIST_ARM,GS2,G,0,5.5,1.864771,1.045842,48.82537,0,0.4605338,0.4493044,24
,7/27/2022 18:22,3,WRIST_ARM,GS2,G,2.5,5.5,3.480582,0.5012785,52.30596,1,0.4781524,0.4781524,25
,7/27/2022 18:22,3,WRIST_ARM,GS2,G,0,11,1.712864,0.4855301,54.01881,0,0.4916607,0.4916607,26
,7/27/2022 18:22,3,WRIST_ARM,GS2,G,0,11,1.906965,0.389183,55.92575,0,0.4854996,0.4854996,27
,7/27/2022 18:22,3,WRIST_ARM,GS2,G,2.5,5.5,1.433789,0.6812877,57.35951,0,0.4387433,0.4387433,28
,7/27/2022 18:22,3,WRIST_ARM,GS2,G,0,5.5,1.448036,0.4526494,58.80755,0,0.4180173,0.4180173,29
,7/27/2022 18:22,3,WRIST_ARM,GS2,G,5,11,2.436875,0.2367503,61.2444,1,0.4790272,0.4790272,30
,7/27/2022 18:24,3,WRIST_ARM,GS2,G,0,11,3.076478,0.2367503,3.076478,3,0.4580012,0.4603626,1
,7/27/2022 18:24,3,WRIST_ARM,GS2,G,0,11,2.499158,0.5855657,5.575637,0,0.5076683,0.4923268,2
,7/27/2022 18:24,3,WRIST_ARM,GS2,G,0,5.5,1.865085,0.526997,7.440725,0,0.4706776,0.4706776,3
,7/27/2022 18:24,3,WRIST_ARM,GS2,G,0,5.5,1.447708,0.3203503,8.888432,0,0.4363039,0.4363039,4
,7/27/2022 18:24,3,WRIST_ARM,GS2,G,0,5.5,1.489582,0.3758582,10.37801,0,0.4731925,0.4731925,5
,7/27/2022 18:24,3,WRIST_ARM,GS2,G,2.5,5.5,1.65672,0.4458284,12.03473,0,0.4322784,0.4322784,6
,7/27/2022 18:24,3,WRIST_ARM,GS2,G,0,5.5,1.698658,0.362471,13.73338,0,0.4788997,0.4788997,7
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,5,5.5,2.325195,1.002148,16.05857,0,0.4569066,0.4569066,8
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,0,11,2.060553,0.3897786,18.11912,0,0.4719746,0.4719746,9
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,5,11,3.313653,0.2929903,21.43278,1,0.4947663,0.5119638,10
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,0,5.5,1.781559,0.6520206,23.21433,0,0.4511482,0.4511482,11
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,0,5.5,1.336465,0.3484894,24.5508,0,0.4383209,0.4383209,12
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,5,11,2.770928,0.7110486,27.32173,0,0.4775992,0.4940015,13
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,0,11,2.436088,0.6291655,29.75782,0,0.4889408,0.4889408,14
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,2.5,11,1.879554,0.4878001,31.63737,0,0.4845085,0.4845085,15
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,0,11,1.991831,0.459148,33.62919,0,0.4803865,0.4803865,16
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,0,11,4.412679,0.3052475,38.04188,2,0.4538345,0.4635842,17
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,2.5,11,4.830808,0.4876943,42.87269,3,0.5016212,0.5016212,18
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,0,5.5,2.352932,0.7162393,45.22561,1,0.4622994,0.4622994,19
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,2.5,5.5,1.866036,0.670155,47.09165,0,0.4905988,0.4905988,20
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,0,11,2.088034,0.7823745,49.17969,0,0.4843513,0.4843513,21
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,2.5,5.5,1.698135,0.924283,50.87783,0,0.4290815,0.4290815,22
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,0,11,2.13066,0.630846,53.00851,0,0.4649214,0.4649214,23
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,5,11,2.812016,0.4434753,55.82053,0,0.4947419,0.4947419,24
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,0,11,1.83852,0.6535572,57.65905,0,0.468775,0.468775,25
