,participant_id,technique,gesture_set,pointer_type,height,distance,checkpoint_time_o,checkpoint_time,object_view_time,,mistake_count,d_from_center,d_from_center_with_spike,arm_distance,arm_height,wrist_angle,personalization_type,curveCombo,combo_index
,2,WRIST_ARM,GS2,G,5,10.5,2.823491,2.923491,0.7767729,,0,0.3080439,0.3080439,0.4900847,0.2502704,322.286,W3,C1,30
,2,WRIST_ARM,GS2,G,0,10.5,2.432259,2.592259,0.7767729,,6,0.3113252,2.689139,10.05716,0.000246644,354.9375,W3,C1,1
,2,WRIST_ARM,GS2,G,5,7.5,3.674768,3.784768,0.7773874,,1,0.2531571,14.82795,7.002136,-4.742857,319.5043,W3,C1,2
,2,WRIST_ARM,GS2,G,0,10.5,4.026599,4.216599,0.8204664,,1,0.3228318,0.3228318,10.09878,4.879526,358.8061,W3,C1,3
,2,WRIST_ARM,GS2,G,5,7.5,2.711037,2.911037,0.5030953,,0,0.260216,14.8423,0.4066173,0.2062788,322.9677,W3,C1,4
,2,WRIST_ARM,GS2,G,0,10.5,2.461168,2.661168,1.001188,,0,0.260216,14.8423,0.3671791,-0.1173424,2.056631,W3,C1,5
,2,WRIST_ARM,GS2,G,5,7.5,2.84882,3.04882,0.5827977,,0,0.2324079,14.85685,7.044177,-4.806002,325.0795,W3,C1,6
,2,WRIST_ARM,GS2,G,0,7.5,3.899394,4.049394,0.7909071,,1,0.2531563,0.2531563,7.157819,4.843995,0.3038543,W3,C1,7
,2,WRIST_ARM,GS2,G,5,7.5,4.615827,4.775827,0.5569743,,2,0.2506568,0.2506568,7.105167,-4.811955,322.3357,W3,C1,8
,2,WRIST_ARM,GS2,G,0,10.5,2.263723,2.423723,0.570766,,0,0.2506568,0.2506568,0.3588479,-0.1481584,0.1890036,W3,C1,9
,2,WRIST_ARM,GS2,G,0,10.5,1.769923,1.879923,1.711849,,0,0.2506568,0.2506568,0.4527238,-0.007209897,350.7168,W3,C1,10
,2,WRIST_ARM,GS2,G,0,7.5,1.88466,2.07466,0.5827723,,0,0.3220013,0.358097,7.106679,-0.02665544,353.9333,W3,C1,11
,2,WRIST_ARM,GS2,G,0,10.5,1.874479,2.004479,0.55401,,0,0.2203139,3.16271,9.917072,-0.02389538,356.4026,W3,C1,12
,2,WRIST_ARM,GS2,G,5,10.5,4.09508,4.27508,0.5407451,,0,0.2870432,12.39595,10.11345,-4.750143,324.3966,W3,C1,13
,2,WRIST_ARM,GS2,G,0,10.5,2.843685,2.963685,0.8314949,,1,0.2973706,2.197596,9.9879,4.830441,6.972971,W3,C1,14
,2,WRIST_ARM,GS2,G,5,10.5,3.391843,3.581843,0.5832688,,0,0.2973706,2.197596,10.07949,-4.79527,326.3037,W3,C1,15
,2,WRIST_ARM,GS2,G,0,7.5,1.730176,1.930176,0.7320353,,0,0.3862194,2.031477,7.080681,4.733487,21.87136,W3,C1,16
,2,WRIST_ARM,GS2,G,5,10.5,2.418843,2.578843,0.7104686,,0,0.280047,12.34702,10.12034,-4.789564,326.1394,W3,C1,17
,2,WRIST_ARM,GS2,G,0,7.5,4.51137,4.66137,4.66137,,2,0.330313,0.330313,6.9795,4.708914,27.73319,W3,C1,18
,2,WRIST_ARM,GS2,G,0,7.5,2.690064,2.870064,0.5280375,,1,0.3600507,3.182209,0.4489125,-0.1047355,358.9756,W3,C1,19
,2,WRIST_ARM,GS2,G,0,7.5,1.859205,2.059205,0.4989854,,0,0.2221362,0.2221362,6.963072,-0.05974448,359.2669,W3,C1,20
,2,WRIST_ARM,GS2,G,0,10.5,2.021164,2.131164,0.555333,,0,0.2389837,5.015839,10.07145,-0.05008996,342.2267,W3,C1,21
,2,WRIST_ARM,GS2,G,5,7.5,3.269698,3.369698,0.8896891,,0,0.2453809,15.08288,0.4544741,0.2317514,323.8453,W3,C1,22
,2,WRIST_ARM,GS2,G,0,10.5,3.212228,3.382228,1.001071,,0,0.279833,0.279833,10.11619,4.912331,0.1983559,W3,C1,23
,2,WRIST_ARM,GS2,G,5,10.5,2.514036,2.714036,0.6100783,,0,0.2703294,12.31172,9.985951,-4.760521,329.2906,W3,C1,24
,2,WRIST_ARM,GS2,G,0,10.5,3.394349,3.564349,0.9434728,,0,0.2597603,2.627961,0.3512994,-0.09229219,350.5536,W3,C1,25
,2,WRIST_ARM,GS2,G,0,7.5,2.410877,2.560877,0.4167423,,0,0.2597603,2.627961,6.966606,-0.05444312,0.7052067,W3,C1,26
,2,WRIST_ARM,GS2,G,0,7.5,2.025688,2.215688,0.6259638,,0,0.3175081,0.3175081,7.055436,-0.09453177,357.2027,W3,C1,27
,2,WRIST_ARM,GS2,G,0,7.5,3.503012,3.633012,0.5679069,,1,0.3175081,0.3175081,6.887901,-0.07009912,359.9356,W3,C1,28
,2,WRIST_ARM,GS2,G,0,7.5,2.470088,2.660088,0.9616575,,0,0.2411975,3.961171,6.997962,-0.07707763,3.453402,W3,C1,29
,2,WRIST_ARM,GS2,G,5,10.5,2.722594,2.922594,0.6794994,,0,0.2181319,12.32143,9.950932,-4.755556,322.0191,W3,C1,30
,2,WRIST_ARM,GS2,G,0,10.5,5.323024,5.473024,0.7652225,,3,0.2150918,0.2150918,10.07348,-0.09966576,340.352,W3,C1,1
,2,WRIST_ARM,GS2,G,5,7.5,3.634975,3.814975,1.118697,,0,0.2728881,15.02308,6.952353,-4.987987,324.9775,W3,C1,2
,2,WRIST_ARM,GS2,G,0,7.5,1.801732,1.921732,0.6793029,,0,0.2728881,15.02308,7.150151,4.696554,7.517473,W3,C1,3
,2,WRIST_ARM,GS2,G,5,10.5,2.530545,2.700545,0.7253242,,1,0.2890481,0.2890481,9.93315,-4.966439,328.3961,W3,C1,4
,2,WRIST_ARM,GS2,G,0,7.5,1.434304,1.544304,0.3959242,,0,0.2868989,0.2868989,7.16999,4.683741,7.181915,W3,C1,5
,2,WRIST_ARM,GS2,G,5,7.5,2.309369,2.479369,0.5022986,,0,0.2778907,0.2778907,6.955932,-4.944664,326.9995,W3,C1,6
,2,WRIST_ARM,GS2,G,0,7.5,2.650989,2.840989,0.5980574,,0,0.3337251,0.3337251,0.2961152,-0.2451597,0.06494828,W3,C1,7
,2,WRIST_ARM,GS2,G,0,7.5,2.117984,2.267984,0.764531,,0,0.2768721,0.2876153,6.877637,-0.1851505,0.7341869,W3,C1,8
,2,WRIST_ARM,GS2,G,0,7.5,2.944316,3.064316,0.5980396,,1,0.3006309,0.3006309,7.085104,-0.1662077,347.9174,W3,C1,9
,2,WRIST_ARM,GS2,G,0,10.5,5.560525,5.720525,0.6119665,,2,0.2532673,0.2532673,9.910909,-0.1554307,355.2159,W3,C1,10
,2,WRIST_ARM,GS2,G,5,7.5,2.333433,2.523433,1.186221,,0,0.2532673,0.2532673,0.4574552,0.03354883,327.7249,W3,C1,11
,2,WRIST_ARM,GS2,G,0,10.5,2.409706,2.559706,0.8600789,,0,0.2532673,0.2532673,10.05287,4.682507,4.136492,W3,C1,12
,2,WRIST_ARM,GS2,G,0,7.5,2.040121,2.200121,0.6797369,,0,0.2548504,0.2548504,7.086773,-0.1220633,340.9932,W3,C1,13
,3,WRIST_ARM,GS2,G,0,10.5,2.262719,2.392719,0.8337705,,0,0.2508756,0.2508756,9.97231,-0.1762707,346.4576,W3,C1,14
,3,WRIST_ARM,GS2,G,0,10.5,4.130822,4.290822,0.5996857,,0,0.3379594,0.3379594,0.433702,-0.1085492,344.3193,W3,C1,15
,3,WRIST_ARM,GS2,G,0,7.5,1.907791,2.057791,0.6381196,,0,0.2963086,0.2963086,6.997284,-0.2279934,349.9524,W3,C1,16
,3,WRIST_ARM,GS2,G,5,10.5,2.971843,3.121843,0.6249949,,0,0.2963086,0.2963086,0.4737918,0.0573287,327.3228,W3,C1,17
,3,WRIST_ARM,GS2,G,0,10.5,3.236912,3.436912,0.8098675,,0,0.2795654,0.2795654,0.4730882,-0.3194333,13.65095,W3,C1,18
,3,WRIST_ARM,GS2,G,5,7.5,2.063007,2.213007,1.000727,,0,0.3587077,13.49723,6.985863,-4.96426,328.0447,W3,C1,19
,3,WRIST_ARM,GS2,G,0,7.5,2.060016,2.200016,0.8764005,,0,0.3435072,0.2650971,7.001,4.611464,21.23845,W3,C1,20
,3,WRIST_ARM,GS2,G,5,10.5,2.876678,3.076678,0.5825186,,2,0.3508898,0.3508898,9.990444,-4.953497,327.0741,W3,C1,21
,3,WRIST_ARM,GS2,G,0,7.5,1.544926,1.724926,0.5841146,,0,0.2575026,2.240557,7.064627,4.600326,21.69795,W3,C1,22
,3,WRIST_ARM,GS2,G,0,7.5,1.599395,1.699395,0.3071463,,0,0.2575026,2.240557,7.042065,-0.2288874,355.7932,W3,C1,23
,3,WRIST_ARM,GS2,G,0,7.5,1.686762,1.866762,0.6262953,,0,0.3212852,0.2247343,0.5175806,-0.2412457,2.041831,W3,C1,24
,3,WRIST_ARM,GS2,G,5,7.5,1.830249,2.020249,0.6262699,,0,0.3212852,0.2247343,0.4991391,0.07553959,328.0598,W3,C1,25
,3,WRIST_ARM,GS2,G,0,10.5,1.810299,1.960299,0.7206622,,0,0.2794709,0.2794709,9.991882,4.659436,10.62692,W3,C1,26
,3,WRIST_ARM,GS2,G,5,10.5,1.789035,1.909035,0.6407458,,0,0.2300783,0.2880158,10.01124,-4.966332,329.0276,W3,C1,27
,3,WRIST_ARM,GS2,G,0,10.5,1.682251,1.822251,0.5407053,,0,0.2300783,0.2880158,10.02421,4.653201,9.781452,W3,C1,28
,3,WRIST_ARM,GS2,G,0,10.5,1.870009,2.020009,0.3200141,,0,0.3139522,0.3139522,10.05814,-0.1344342,346.7893,W3,C1,29
,3,WRIST_ARM,GS2,G,5,7.5,1.818339,1.948339,0.7789592,,0,0.3271759,15.23279,6.935444,-4.947165,329.0974,W3,C1,30
,3,WRIST_ARM,GS2,G,0,7.5,2.758904,2.878904,0.7789592,,5,0.2398484,2.527911,0.3599575,-0.149351,342.0593,W3,C1,1
,3,WRIST_ARM,GS2,G,5,10.5,3.090694,3.230694,0.9612064,,0,0.2819939,0.2819939,9.940421,-5.011933,329.0384,W3,C1,2
,3,WRIST_ARM,GS2,G,0,7.5,3.386471,3.506471,1.100121,,0,0.2626638,0.2626638,7.137821,4.754156,358.0612,W3,C1,3
,3,WRIST_ARM,GS2,G,0,7.5,1.632128,1.812128,0.5038002,,0,0.2256879,0.2256879,7.069,-0.2281095,352.5587,W3,C1,4
,3,WRIST_ARM,GS2,G,0,7.5,1.421215,1.571215,0.3059258,,0,0.3542138,0.3542138,0.3678197,-0.178706,346.9928,W3,C1,5
,3,WRIST_ARM,GS2,G,0,10.5,1.503201,1.633201,0.3780834,,0,0.2915572,0.2915572,10.03074,-0.1876866,348.9408,W3,C1,6
,3,WRIST_ARM,GS2,G,5,10.5,3.704615,3.894615,0.2779418,,2,0.2915572,0.2915572,9.996827,-4.963441,327.9347,W3,C1,7
,3,WRIST_ARM,GS2,G,0,10.5,2.249485,2.369485,0.9198239,,0,0.2367253,0.2367253,0.407343,-0.3318584,6.137002,W3,C1,8
,3,WRIST_ARM,GS2,G,5,7.5,3.05126,3.17126,0.80726,,1,0.2367253,0.2367253,7.017489,-4.963745,323.535,W3,C1,9
,3,WRIST_ARM,GS2,G,0,10.5,2.990164,3.150164,0.8704749,,0,0.2367253,0.2367253,0.404979,-0.3215123,4.787436,W3,C1,10
,3,WRIST_ARM,GS2,G,5,10.5,1.821044,2.001044,0.528707,,0,0.2367253,0.2367253,9.991271,-4.970427,329.9801,W3,C1,11
,3,WRIST_ARM,GS2,G,0,7.5,1.682693,1.812693,0.6333182,,0,0.2214425,0.2214425,7.039162,4.61273,21.26262,W3,C1,12
,3,WRIST_ARM,GS2,G,5,10.5,1.855215,2.015215,0.5012989,,0,0.2326163,0.3511248,10.02531,-4.938404,328.8981,W3,C1,13
,3,WRIST_ARM,GS2,G,0,7.5,3.191788,3.331788,0.5170313,,1,0.2326163,0.3511248,0.3625877,-0.3888222,18.91758,W3,C1,14
,3,WRIST_ARM,GS2,G,0,10.5,1.523075,1.653075,0.3061068,,0,0.335428,0.335428,10.03771,-0.1353809,348.1801,W3,C1,15
,3,WRIST_ARM,GS2,G,0,10.5,2.659204,2.799204,0.6830189,,1,0.2481635,0.2481635,9.893509,-0.1808615,355.6425,W3,C1,16
,3,WRIST_ARM,GS2,G,0,7.5,1.335054,1.505054,0.2929047,,0,0.2663326,2.776898,0.397078,-0.2348298,353.1089,W3,C1,17
,3,WRIST_ARM,GS2,G,0,10.5,1.977102,2.157102,0.5418936,,0,0.2978826,0.2978826,9.930346,-0.2216316,353.4082,W3,C1,18
,3,WRIST_ARM,GS2,G,0,10.5,2.392706,2.522706,0.7658679,,0,0.2978826,0.2978826,0.4466979,-0.138142,346.4826,W3,C1,19
,3,WRIST_ARM,GS2,G,5,7.5,1.78064,1.96064,0.9431509,,0,0.2986743,0.3577872,0.5769371,0.04611111,328.7196,W3,C1,20
,3,WRIST_ARM,GS2,G,0,10.5,1.936368,2.116368,0.4585674,,0,0.2605692,0.2605692,10.05286,4.723365,1.990903,W3,C1,21
,3,WRIST_ARM,GS2,G,0,7.5,2.005755,2.115755,0.7380767,,0,0.2577749,0.2281384,7.008129,-0.2607468,357.956,W3,C1,22
,3,WRIST_ARM,GS2,G,5,7.5,1.729781,1.909781,0.6547045,,0,0.2577749,0.2281384,0.4887936,0.04364204,327.2684,W3,C1,23
,3,WRIST_ARM,GS2,G,0,7.5,1.877806,1.987806,0.6229872,,0,0.3028837,0.3017215,7.093755,4.64711,13.27661,W3,C1,24
,3,WRIST_ARM,GS2,G,5,7.5,2.431236,2.551236,0.4875747,,0,0.3028837,0.3017215,0.464226,0.04135895,327.4034,W3,C1,25
,3,WRIST_ARM,GS2,G,0,10.5,1.719017,1.919017,0.4011258,,0,0.2660565,0.2660565,0.3937827,-0.3203167,3.037991,W3,C1,26
,3,WRIST_ARM,GS2,G,0,10.5,2.211108,2.341108,0.4040857,,0,0.253881,0.3210141,0.4274405,-0.1177702,342.9056,W3,C1,27
,3,WRIST_ARM,GS2,G,5,7.5,1.808621,1.988621,0.9580149,,0,0.2399019,0.2399019,6.922939,-4.951174,328.0642,W3,C1,28
,3,WRIST_ARM,GS2,G,0,7.5,2.343922,2.493922,0.5704763,,0,0.3629791,0.3629791,0.2923926,-0.2668186,0.2514269,W3,C1,29
,3,WRIST_ARM,GS2,G,5,10.5,2.691127,2.811127,0.6250786,,0,0.2727663,0.2727663,9.961798,-4.971058,325.9954,W3,C1,30
,4,WRIST_ARM,GS2,G,0,10.5,2.029698,2.199698,0.4850369,,3,0.2767085,0.2767085,10.12544,-0.08430302,338.97,W3,C1,1
,4,WRIST_ARM,GS2,G,0,10.5,6.121276,6.251276,0.5288236,,0,0.2767085,0.2767085,10.06126,-0.1956308,352.0569,W3,C1,2
,4,WRIST_ARM,GS2,G,5,7.5,6.357311,6.517311,0.7507073,,3,0.2620941,0.2620941,7.161941,-4.950236,320.7981,W3,C1,3
,4,WRIST_ARM,GS2,G,0,10.5,3.476916,3.616916,1.041626,,1,0.2620941,0.2620941,10.0065,4.683711,17.60471,W3,C1,4
,4,WRIST_ARM,GS2,G,5,10.5,2.857173,3.037173,0.6758856,,0,0.2620941,0.2620941,10.10766,-4.947008,324.9741,W3,C1,5
,4,WRIST_ARM,GS2,G,0,10.5,1.970178,2.130178,0.9447314,,0,0.3227036,2.805221,0.4008035,-0.3070785,14.84606,W3,C1,6
,4,WRIST_ARM,GS2,G,0,10.5,2.643516,2.753516,0.5009329,,0,0.410299,0.410299,10.10258,-0.1371503,349.2025,W3,C1,7
,4,WRIST_ARM,GS2,G,0,7.5,2.773666,2.923666,0.5720081,,0,0.410299,0.410299,0.4478019,-0.2322969,0.752712,W3,C1,8
,4,WRIST_ARM,GS2,G,5,10.5,3.253193,3.443193,0.6544093,,0,0.3308711,0.3308711,0.3513976,0.05115843,323.2488,W3,C1,9
,4,WRIST_ARM,GS2,G,0,10.5,2.127622,2.237622,0.6653749,,0,0.2436169,0.2436169,0.3839231,-0.3082193,12.91003,W3,C1,10
,4,WRIST_ARM,GS2,G,0,10.5,2.022687,2.202687,0.5570954,,0,0.2436169,0.2436169,0.352029,-0.08146858,339.4229,W3,C1,11
,4,WRIST_ARM,GS2,G,5,7.5,1.877433,2.057433,0.5546129,,0,0.2903973,0.3205704,7.034246,-5.002647,326.2896,W3,C1,12
,4,WRIST_ARM,GS2,G,0,7.5,2.338969,2.438969,2.438969,,0,0.2903973,0.3205704,7.167776,4.823822,356.2574,W3,C1,13
,4,WRIST_ARM,GS2,G,0,7.5,3.877937,4.077937,0.6115501,,0,0.2903973,0.3205704,7.098802,-0.2203387,358.5724,W3,C1,14
,4,WRIST_ARM,GS2,G,5,7.5,7.635455,7.755455,0.3889188,,2,0.2903973,0.3205704,7.211945,-4.95261,321.8874,W3,C1,15
,4,WRIST_ARM,GS2,G,0,7.5,2.419594,2.519594,2.519594,,0,0.2863188,2.247849,7.064906,4.625468,25.18473,W3,C1,16
,4,WRIST_ARM,GS2,G,0,10.5,2.237719,2.337719,0.4584423,,0,0.299838,0.299838,10.075,-0.08426118,344.384,W3,C1,17
,4,WRIST_ARM,GS2,G,0,7.5,2.906785,3.006785,0.529485,,0,0.299838,0.299838,0.3899001,-0.2535121,1.435766,W3,C1,18
,4,WRIST_ARM,GS2,G,0,10.5,1.927762,2.117762,0.4039309,,0,0.299838,0.299838,10.16392,-0.14929,345.9171,W3,C1,19
,4,WRIST_ARM,GS2,G,5,7.5,2.234932,2.394932,1.000677,,0,0.2732795,0.2732795,7.055035,-5.021651,327.8205,W3,C1,20
,4,WRIST_ARM,GS2,G,0,7.5,5.859097,6.029097,1.183397,,0,0.2732795,0.2732795,7.19506,4.77876,0.7779005,W3,C1,21
,4,WRIST_ARM,GS2,G,0,7.5,3.937268,4.037268,0.3895245,,0,0.2732795,0.2732795,7.083716,-0.2368932,0.1015078,W3,C1,22
,4,WRIST_ARM,GS2,G,5,10.5,5.380164,5.500164,0.5559055,,1,0.2732795,0.2732795,10.13393,-4.96186,324.8576,W3,C1,23
,4,WRIST_ARM,GS2,G,0,10.5,3.607404,3.757404,3.757404,,0,0.2652571,0.2652571,10.02739,4.694392,14.37721,W3,C1,24
,4,WRIST_ARM,GS2,G,5,7.5,6.4482,6.5882,0.626929,,0,0.346539,11.19607,7.177023,-4.925793,323.2479,W3,C1,25
,4,WRIST_ARM,GS2,G,0,7.5,2.352838,2.472838,0.9697137,,0,0.1906905,0.1906905,7.069699,4.679182,21.34846,W3,C1,26
,4,WRIST_ARM,GS2,G,5,10.5,2.514769,2.704769,0.7370682,,0,0.3418414,10.95567,10.1166,-4.929194,324.2427,W3,C1,27
,4,WRIST_ARM,GS2,G,0,7.5,2.051801,2.211801,2.211801,,0,0.2524267,0.2524267,7.075088,4.654905,22.86149,W3,C1,28
,4,WRIST_ARM,GS2,G,0,7.5,2.134457,2.284457,0.5548645,,0,0.2524267,0.2524267,7.126166,-0.1413532,350.052,W3,C1,29
,4,WRIST_ARM,GS2,G,5,10.5,8.293288,8.423288,0.431643,,2,0.2524267,0.2524267,10.01408,-4.9765,328.6285,W3,C1,30
,4,WRIST_ARM,GS2,G,0,7.5,2.519484,2.699484,0.431643,,3,0.2524267,0.2524267,7.208595,-0.1487591,344.0396,W3,C1,1
,4,WRIST_ARM,GS2,G,5,10.5,2.873325,3.063325,0.6696019,,0,0.2524267,0.2524267,10.05881,-4.990753,326.2121,W3,C1,2
,4,WRIST_ARM,GS2,G,0,7.5,3.945715,4.135715,4.135715,,1,0.2899719,0.2899719,7.19046,4.760828,0.1594766,W3,C1,3
,4,WRIST_ARM,GS2,G,0,10.5,1.834169,2.004169,0.6823835,,0,0.3561541,0.3561541,10.08694,-0.1688316,352.5851,W3,C1,4
,4,WRIST_ARM,GS2,G,0,7.5,4.503248,4.623248,0.5713272,,0,0.3633312,0.3633312,7.178307,-0.1472901,346.1728,W3,C1,5
,4,WRIST_ARM,GS2,G,5,10.5,2.771875,2.951875,0.8209331,,0,0.3183379,0.3183379,10.00188,-4.984804,327.1375,W3,C1,6
,4,WRIST_ARM,GS2,G,0,10.5,4.418872,4.608872,0.7081365,,0,0.2452492,0.2452492,10.14225,4.859685,350.2069,W3,C1,7
,4,WRIST_ARM,GS2,G,0,10.5,1.960977,2.100977,0.5276378,,0,0.3698019,4.884856,10.03583,-0.1456968,351.1566,W3,C1,8
,4,WRIST_ARM,GS2,G,5,7.5,7.240869,7.350869,0.6531427,,0,0.3698019,4.884856,7.164433,-4.960509,320.1583,W3,C1,9
,4,WRIST_ARM,GS2,G,0,10.5,3.088908,3.228908,1.001627,,0,0.2628723,0.2628723,10.07476,4.709293,12.87194,W3,C1,10
,4,WRIST_ARM,GS2,G,0,10.5,2.351615,2.451615,0.5151549,,0,0.252917,0.252917,10.10581,-0.08523977,345.2061,W3,C1,11
,4,WRIST_ARM,GS2,G,0,10.5,1.584874,1.684874,0.4728583,,0,0.2452077,4.19291,0.4121709,-0.1738075,352.3904,W3,C1,12
,4,WRIST_ARM,GS2,G,0,10.5,3.790738,3.900738,0.7230961,,1,0.2790235,0.2790235,0.3461692,-0.01773643,334.6095,W3,C1,13
,4,WRIST_ARM,GS2,G,5,10.5,2.211781,2.391781,0.5679662,,0,0.2790235,0.2790235,10.04115,-4.997405,326.9194,W3,C1,14
,4,WRIST_ARM,GS2,G,0,7.5,4.00894,4.14894,4.14894,,1,0.3316367,0.3316367,7.138516,4.716589,18.05658,W3,C1,15
,4,WRIST_ARM,GS2,G,5,7.5,1.879805,2.019805,0.5430698,,0,0.3127886,0.258324,0.4760491,0.03351355,325.8394,W3,C1,16
,4,WRIST_ARM,GS2,G,0,10.5,1.862445,1.962445,0.7647966,,0,0.2740631,0.2740631,10.13159,4.791599,3.615416,W3,C1,17
,4,WRIST_ARM,GS2,G,5,7.5,3.14142,3.27142,0.5133159,,0,0.2740631,0.2740631,7.038705,-5.016339,327.4202,W3,C1,18
,4,WRIST_ARM,GS2,G,0,10.5,3.767767,3.897767,0.6390786,,1,0.2740631,0.2740631,10.14156,4.850661,355.425,W3,C1,19
,4,WRIST_ARM,GS2,G,0,10.5,3.048964,3.188964,0.4878072,,0,0.2354458,0.3649612,10.17219,-0.1835095,352.7694,W3,C1,20
,4,WRIST_ARM,GS2,G,5,10.5,6.079223,6.239223,0.9884848,,1,0.2742072,0.2742072,10.19881,-4.963267,325.9586,W3,C1,21
,4,WRIST_ARM,GS2,G,0,7.5,2.882016,2.992016,2.992016,,0,0.2742072,0.2742072,7.080842,4.659537,25.11045,W3,C1,22
,4,WRIST_ARM,GS2,G,0,7.5,2.056118,2.186118,0.7362016,,0,0.2742072,0.2742072,7.090742,-0.1135967,351.9007,W3,C1,23
,4,WRIST_ARM,GS2,G,5,7.5,1.868194,2.018194,0.5272151,,0,0.2262167,0.2262167,7.033061,-4.964494,326.3395,W3,C1,24
,4,WRIST_ARM,GS2,G,0,7.5,2.842065,3.022065,0.6544722,,1,0.2262167,0.2262167,0.2944603,-0.2304027,10.98342,W3,C1,25
,4,WRIST_ARM,GS2,G,0,7.5,3.53222,3.70222,0.6942799,,2,0.2888487,0.2888487,7.040096,-0.188218,0.6164826,W3,C1,26
,4,WRIST_ARM,GS2,G,0,7.5,1.589747,1.769747,0.3331468,,0,0.209386,0.209386,7.142806,-0.1511409,356.5858,W3,C1,27
,4,WRIST_ARM,GS2,G,5,7.5,1.692964,1.822964,0.4842302,,0,0.209386,0.209386,7.0782,-5.031841,327.9757,W3,C1,28
,4,WRIST_ARM,GS2,G,0,7.5,1.696713,1.866713,1.295115,,0,0.3548655,0.3548655,0.2917556,-0.2162762,9.28915,W3,C1,29
,4,WRIST_ARM,GS2,G,5,10.5,4.080355,4.260355,0.6243405,,3,0.3548655,0.3548655,0.43644,0.03093195,325.1067,W3,C1,30
,5,WRIST_ARM,GS2,G,0,7.5,2.486268,2.646268,6.430269,,0,0.2755109,0.2755109,0.3404061,0.01235235,343.1227,W3,C1,1
,5,WRIST_ARM,GS2,G,5,10.5,3.220714,3.340714,0.8191774,,0,0.3412232,12.33016,0.4269443,0.17416,325.2517,W3,C1,2
,5,WRIST_ARM,GS2,G,0,10.5,2.193573,2.393573,0.9040646,,0,0.3412232,12.33016,10.21753,4.971057,348.4935,W3,C1,3
,5,WRIST_ARM,GS2,G,5,7.5,3.501174,3.621174,0.695857,,0,0.3412232,12.33016,7.15356,-4.873545,315.8765,W3,C1,4
,5,WRIST_ARM,GS2,G,0,10.5,5.274555,5.414555,1.308483,,1,0.3025587,0.3025587,10.20317,4.976613,345.5408,W3,C1,5
,5,WRIST_ARM,GS2,G,0,10.5,3.309222,3.509222,1.01598,,0,0.3025587,0.3025587,10.12358,0.01100194,332.1619,W3,C1,6
,5,WRIST_ARM,GS2,G,0,10.5,4.391046,4.581046,0.6526527,,0,0.340515,2.397905,10.18932,0.0236181,340.0068,W3,C1,7
,5,WRIST_ARM,GS2,G,0,7.5,4.348585,4.468585,1.042217,,0,0.340515,2.397905,7.169745,-0.07787013,340.8379,W3,C1,8
,5,WRIST_ARM,GS2,G,5,10.5,2.847819,3.007819,0.8762119,,0,0.3027916,12.18231,10.20799,-4.829831,325.3974,W3,C1,9
,5,WRIST_ARM,GS2,G,0,7.5,2.773908,2.973908,1.418044,,0,0.3027916,12.18231,7.229753,4.867489,4.032334,W3,C1,10
,5,WRIST_ARM,GS2,G,0,10.5,2.687211,2.887211,0.6302045,,1,0.2480526,0.2460742,10.24247,0.05460024,337.0988,W3,C1,11
,5,WRIST_ARM,GS2,G,0,10.5,4.673824,4.843824,0.6254737,,0,0.2480526,0.2460742,10.11004,0.001705527,342.0045,W3,C1,12
,5,WRIST_ARM,GS2,G,0,7.5,1.868647,2.048647,0.6409182,,0,0.2480526,0.2460742,7.265992,0.02063203,339.1882,W3,C1,13
,5,WRIST_ARM,GS2,G,0,7.5,2.366343,2.546343,0.638537,,0,0.2480526,0.2460742,7.151701,-0.0400449,337.3204,W3,C1,14
,5,WRIST_ARM,GS2,G,5,10.5,2.614444,2.744444,0.4866732,,0,0.2890281,12.30462,0.3900801,0.1602526,322.9507,W3,C1,15
,5,WRIST_ARM,GS2,G,0,7.5,4.658235,4.758235,1.513939,,0,0.2890281,12.30462,0.2983547,-0.1255817,6.647858,W3,C1,16
,5,WRIST_ARM,GS2,G,0,7.5,2.501704,2.661704,0.4456527,,0,0.3824476,0.3532482,0.3145467,0.02438951,336.9641,W3,C1,17
,5,WRIST_ARM,GS2,G,5,7.5,3.788279,3.898279,0.6666375,,0,0.3191947,11.83878,0.3713282,0.08718014,319.8821,W3,C1,18
,5,WRIST_ARM,GS2,G,0,7.5,2.562396,2.742396,2.742396,,0,0.3191947,11.83878,7.24375,4.943038,351.22,W3,C1,19
,5,WRIST_ARM,GS2,G,5,7.5,7.017013,7.197013,0.694479,,0,0.3336468,0.3336468,7.121847,-4.876921,321.7765,W3,C1,20
,5,WRIST_ARM,GS2,G,0,10.5,2.735319,2.895319,0.9610232,,0,0.3336468,0.3336468,10.1693,4.897791,0.573597,W3,C1,21
,5,WRIST_ARM,GS2,G,5,7.5,4.342698,4.442698,1.282006,,0,0.4002829,0.4002829,7.145862,-4.886861,321.3122,W3,C1,22
,5,WRIST_ARM,GS2,G,0,10.5,4.205024,4.315024,1.531351,,0,0.4002829,0.4002829,10.16701,4.924637,355.0383,W3,C1,23
,5,WRIST_ARM,GS2,G,5,7.5,5.366425,5.486425,0.8765132,,0,0.3335771,13.74513,0.4022213,0.07742453,323.4474,W3,C1,24
,5,WRIST_ARM,GS2,G,0,10.5,4.17206,4.34206,0.7064458,,0,0.2781164,0.2781164,10.18056,4.892432,355.3734,W3,C1,25
