participant_id,technique,gesture_set,pointer_type,height,distance,checkpoint_time,mistake_count,d_from_center,d_from_center_with_spike,arm_distance,arm_height,wrist_angle,personalization_type,curveCombo,combo_index
10,WRIST_ARM,GS2,G,5,10.5,9.994213,1,0.2646726,0.2646726,9.940869,-4.953659,327.2327,W3,C3,4
10,WRIST_ARM,GS2,G,0,7.5,2.466319,0,0.2755367,0.2755367,7.175943,4.791694,4.169898,W3,C3,5
10,WRIST_ARM,GS2,G,5,7.5,3.25563,1,0.284273,0.284273,6.859876,-4.932875,326.7616,W3,C3,6
10,WRIST_ARM,GS2,G,0,7.5,2.407089,0,0.3666025,0.3666025,0.339744,-0.2853608,14.13142,W3,C3,7
10,WRIST_ARM,GS2,G,5,10.5,3.997691,1,0.3666025,0.3666025,0.5873495,0.09227419,326.5672,W3,C3,8
10,WRIST_ARM,GS2,G,0,10.5,3.160642,0,0.292426,0.292426,10.10995,4.823019,357.3622,W3,C3,9
10,WRIST_ARM,GS2,G,0,10.5,3.93955,1,0.292426,0.292426,9.925094,-0.1832588,354.0879,W3,C3,10
10,WRIST_ARM,GS2,G,5,7.5,2.634339,0,0.2717886,0.2717886,7.067492,-4.935544,327.4715,W3,C3,11
10,WRIST_ARM,GS2,G,0,10.5,2.72438,1,0.2717886,0.2717886,0.4561479,-0.3191859,12.91047,W3,C3,12
10,WRIST_ARM,GS2,G,0,7.5,2.062997,0,0.2717886,0.2717886,7.121073,-0.148487,348.0258,W3,C3,13
10,WRIST_ARM,GS2,G,0,7.5,1.655659,0,0.2717886,0.2717886,6.932098,-0.2634482,1.92691,W3,C3,14
10,WRIST_ARM,GS2,G,5,10.5,3.538192,0,0.2717886,0.2717886,10.00544,-4.949035,328.746,W3,C3,15
10,WRIST_ARM,GS2,G,0,10.5,2.545809,0,0.2959529,0.2959529,9.990991,4.68045,13.63873,W3,C3,16
10,WRIST_ARM,GS2,G,0,10.5,2.340745,0,0.2915626,0.2915626,10.08012,-0.09485686,345.2278,W3,C3,17
10,WRIST_ARM,GS2,G,0,10.5,2.380299,0,0.2900628,0.2900628,9.889722,-0.2070693,356.762,W3,C3,18
10,WRIST_ARM,GS2,G,5,7.5,2.89797,0,0.2695951,0.2695951,0.4734926,0.07168293,327.3661,W3,C3,19
10,WRIST_ARM,GS2,G,0,7.5,2.378703,0,0.2817089,0.2817089,0.4225031,-0.3764188,25.22396,W3,C3,20
10,WRIST_ARM,GS2,G,0,7.5,2.103173,0,0.2817089,0.2817089,0.4375558,-0.1650819,353.6988,W3,C3,21
10,WRIST_ARM,GS2,G,0,7.5,1.739252,1,0.3146709,0.3146709,6.881619,-0.232044,1.237834,W3,C3,22
10,WRIST_ARM,GS2,G,5,7.5,3.03733,0,0.3072653,0.3072653,0.4768889,0.05695581,328.2347,W3,C3,23
10,WRIST_ARM,GS2,G,0,10.5,2.531139,0,0.3072653,0.3072653,9.946131,4.689734,14.71131,W3,C3,24
10,WRIST_ARM,GS2,G,5,7.5,2.604072,0,0.3072653,0.3072653,7.085223,-4.941474,326.4144,W3,C3,25
10,WRIST_ARM,GS2,G,0,7.5,2.269096,0,0.3072653,0.3072653,0.3999468,-0.3597947,23.16319,W3,C3,26
10,WRIST_ARM,GS2,G,5,10.5,5.709017,0,0.3430868,9.274847,10.12267,-4.922188,320.8841,W3,C3,27
10,WRIST_ARM,GS2,G,0,10.5,2.044697,0,0.2666625,0.2666625,9.983855,4.694397,11.07045,W3,C3,28
10,WRIST_ARM,GS2,G,0,10.5,1.7845,0,0.2666625,0.2666625,0.4503035,-0.1247796,347.0602,W3,C3,29
10,WRIST_ARM,GS2,G,5,10.5,2.65795,0,0.2666625,0.2666625,9.892662,-4.938513,330.5809,W3,C3,30
10,WRIST_ARM,GS2,G,0,10.5,3.440721,1,0.2963215,0.2963215,0.4189882,-0.06010032,337.7649,W3,C3,1
10,WRIST_ARM,GS2,G,5,7.5,2.252483,0,0.2963215,0.2963215,6.881759,-4.97984,327.5906,W3,C3,2
10,WRIST_ARM,GS2,G,0,7.5,1.920835,0,0.2929177,0.322494,7.188079,4.706581,10.18865,W3,C3,3
10,WRIST_ARM,GS2,G,5,10.5,3.676464,0,0.3663577,0.3663577,9.93257,-4.988502,328.1169,W3,C3,4
