timestamp,participant_id,technique,gesture_set,pointer_type,height,distance,checkpoint_time,object_view_time,total_time,mistake_count,d_from_center,d_from_center_with_spike,arm_distance,arm_height,wrist_angle,personalization_type,curveCombo,pointerHand,confirmationType,targetSize,combo_index
2/8/2023 12:16,2,CONTROLLER,GS2,G,0,5.5,1.202948,0.3475914,1.202948,0,0.4145345,0.4145345,0,0,0,W2,C3,righthand,righthand,0.7,1
2/8/2023 12:16,2,CONTROLLER,GS2,G,5,5.5,2.392961,0.3337761,3.595908,0,0.4145345,0.4145345,0,0,0,W2,C3,righthand,righthand,0.9,2
2/8/2023 12:16,2,CONTROLLER,GS2,G,0,11,2.106177,0.8633484,5.702087,0,0.5121905,0.5121905,0,0,0,W2,C3,righthand,righthand,0.9,3
2/8/2023 12:16,2,CONTROLLER,GS2,G,0,11,1.697088,0.3484099,7.399173,0,0.5121905,0.5121905,0,0,0,W2,C3,righthand,righthand,0.9,4
2/8/2023 12:16,2,CONTROLLER,GS2,G,0,11,1.519125,0.44442,8.9183,0,0.4482068,0.442646,0,0,0,W2,C3,righthand,righthand,0.9,5
2/8/2023 12:16,2,CONTROLLER,GS2,G,5,11,2.851145,0.2788489,11.76944,0,0.2466348,0.2466348,0,0,0,W2,C3,righthand,righthand,0.5,6
2/8/2023 12:16,2,CONTROLLER,GS2,G,0,5.5,1.687966,0.6687312,13.45741,0,0.2871006,0.2835014,0,0,0,W2,C3,righthand,righthand,0.7,7
2/8/2023 12:16,2,CONTROLLER,GS2,G,5,5.5,2.114359,0.7354789,15.57178,0,0.2871006,0.2835014,0,0,0,W2,C3,righthand,righthand,0.5,8
2/8/2023 12:16,2,CONTROLLER,GS2,G,0,5.5,1.54664,0.5428423,17.11842,0,0.4399537,0.4418544,0,0,0,W2,C3,righthand,righthand,0.9,9
2/8/2023 12:16,2,CONTROLLER,GS2,G,5,5.5,1.557142,0.5689155,18.67556,0,0.4547711,0.4559774,0,0,0,W2,C3,righthand,righthand,0.9,10
2/8/2023 12:16,2,CONTROLLER,GS2,G,0,5.5,1.715206,0.8362607,20.39077,0,0.4547711,0.4559774,0,0,0,W2,C3,righthand,righthand,0.5,11
2/8/2023 12:16,2,CONTROLLER,GS2,G,0,11,1.625784,0.2648695,22.01655,0,0.3098268,0.3098268,0,0,0,W2,C3,righthand,righthand,0.7,12
2/8/2023 12:16,2,CONTROLLER,GS2,G,0,5.5,1.395563,0.5013686,23.41211,0,0.4063373,0.4043046,0,0,0,W2,C3,righthand,righthand,0.7,13
2/8/2023 12:16,2,CONTROLLER,GS2,G,0,11,1.75166,0.2224934,25.16377,0,0.2444057,0.2444057,0,0,0,W2,C3,righthand,righthand,0.5,14
2/8/2023 12:16,2,CONTROLLER,GS2,G,5,11,3.73705,0.4725417,28.90084,0,0.2444057,0.2444057,0,0,0,W2,C3,righthand,righthand,0.5,15
2/8/2023 12:16,2,CONTROLLER,GS2,G,0,5.5,1.969729,0.9247079,30.87056,0,0.205265,0.1924158,0,0,0,W2,C3,righthand,righthand,0.5,16
2/8/2023 12:16,2,CONTROLLER,GS2,G,5,11,2.511907,0.5572967,33.38247,0,0.4698431,0.473779,0,0,0,W2,C3,righthand,righthand,0.7,17
2/8/2023 12:16,2,CONTROLLER,GS2,G,0,11,2.596096,0.4291869,35.97857,1,0.3065942,0.3065942,0,0,0,W2,C3,righthand,righthand,0.5,18
2/8/2023 12:16,2,CONTROLLER,GS2,G,0,5.5,1.2712,0.39031,37.24977,0,0.3065942,0.3065942,0,0,0,W2,C3,righthand,righthand,0.5,19
2/8/2023 12:16,2,CONTROLLER,GS2,G,5,11,3.604354,0.2789082,40.8541,0,0.5485746,0.5637221,0,0,0,W2,C3,righthand,righthand,0.9,20
2/8/2023 12:16,2,CONTROLLER,GS2,G,0,5.5,1.784865,0.8371541,42.63898,0,0.2011925,0.1989495,0,0,0,W2,C3,righthand,righthand,0.5,21
2/8/2023 12:16,2,CONTROLLER,GS2,G,0,11,1.415854,0.2369197,44.05482,0,0.4463164,0.4463164,0,0,0,W2,C3,righthand,righthand,0.9,22
2/8/2023 12:16,2,CONTROLLER,GS2,G,0,5.5,1.481256,0.5997306,45.53606,0,0.4463164,0.4463164,0,0,0,W2,C3,righthand,righthand,0.7,23
2/8/2023 12:16,2,CONTROLLER,GS2,G,0,11,1.527883,0.2504021,47.06396,0,0.43977,0.43977,0,0,0,W2,C3,righthand,righthand,0.7,24
2/8/2023 12:16,2,CONTROLLER,GS2,G,0,11,1.757953,0.3751336,48.82192,0,0.43977,0.43977,0,0,0,W2,C3,righthand,righthand,0.5,25
2/8/2023 12:16,2,CONTROLLER,GS2,G,0,5.5,1.541379,0.3065393,50.36329,0,0.3227178,0.323745,0,0,0,W2,C3,righthand,righthand,0.7,26
2/8/2023 12:16,2,CONTROLLER,GS2,G,5,5.5,1.339622,0.3056746,51.70291,0,0.3955967,0.3948326,0,0,0,W2,C3,righthand,righthand,0.7,27
2/8/2023 12:16,2,CONTROLLER,GS2,G,0,5.5,1.930843,0.9134215,53.63372,0,0.5092484,0.5075805,0,0,0,W2,C3,righthand,righthand,0.9,28
2/8/2023 12:16,2,CONTROLLER,GS2,G,0,5.5,1.158637,0.2923087,54.79237,0,0.5092484,0.5075805,0,0,0,W2,C3,righthand,righthand,0.9,29
2/8/2023 12:17,2,CONTROLLER,GS2,G,5,11,2.58882,0.2783231,57.38118,0,0.2343064,4.638799,0,0,0,W2,C3,righthand,righthand,0.5,30
2/8/2023 12:17,2,CONTROLLER,GS2,G,0,11,1.741799,0.4440165,59.12298,0,0.2343064,4.638799,0,0,0,W2,C3,righthand,righthand,0.7,31
2/8/2023 12:17,2,CONTROLLER,GS2,G,5,5.5,1.43178,0.4998865,60.55478,0,0.2343064,4.638799,0,0,0,W2,C3,righthand,righthand,0.7,32
2/8/2023 12:17,2,CONTROLLER,GS2,G,0,5.5,1.686754,0.8501068,62.24151,0,0.2343064,4.638799,0,0,0,W2,C3,righthand,righthand,0.7,33
2/8/2023 12:17,2,CONTROLLER,GS2,G,5,11,2.88025,0.3208632,65.12177,0,0.376119,0.3633822,0,0,0,W2,C3,righthand,righthand,0.7,34
2/8/2023 12:17,2,CONTROLLER,GS2,G,0,11,1.839269,0.3751048,66.96107,0,0.4402111,0.4403446,0,0,0,W2,C3,righthand,righthand,0.7,35
2/8/2023 12:17,2,CONTROLLER,GS2,G,5,11,2.392473,0.3064722,69.35357,0,0.3466637,0.3888533,0,0,0,W2,C3,righthand,righthand,0.7,36
2/8/2023 12:17,2,CONTROLLER,GS2,G,0,5.5,2.425165,0.5308351,71.7787,1,0.5946621,0.5822518,0,0,0,W2,C3,righthand,righthand,0.9,37
2/8/2023 12:17,2,CONTROLLER,GS2,G,0,11,2.002266,0.4323356,73.78097,0,0.5946621,0.5822518,0,0,0,W2,C3,righthand,righthand,0.5,38
2/8/2023 12:17,2,CONTROLLER,GS2,G,0,11,2.022278,0.3754368,75.80327,0,0.2943691,0.2918032,0,0,0,W2,C3,righthand,righthand,0.5,39
2/8/2023 12:17,2,CONTROLLER,GS2,G,0,11,1.667132,0.3611019,77.47036,0,0.2943691,0.2918032,0,0,0,W2,C3,righthand,righthand,0.9,40
