participant_id,height,distance,checkpoint_time,mistake_count,pointerHand,confirmationType,Tech,targetSize,combo_index
1,5,11,2.697688,0,righthand,righthand,righthandrighthand,0.5,13
1,0,5.5,2.117377,0,righthand,righthand,righthandrighthand,0.7,14
1,5,11,2.603243,0,righthand,righthand,righthandrighthand,0.7,15
1,0,5.5,2.103846,0,righthand,righthand,righthandrighthand,0.7,16
1,5,5.5,1.389982,0,righthand,righthand,righthandrighthand,0.9,17
1,0,5.5,2.688425,0,righthand,righthand,righthandrighthand,0.7,18
1,5,5.5,2.128723,0,righthand,righthand,righthandrighthand,0.5,19
1,0,11,2.643868,0,righthand,righthand,righthandrighthand,0.7,20
1,5,11,2.938384,0,righthand,righthand,righthandrighthand,0.9,21
1,0,11,2.786922,0,righthand,righthand,righthandrighthand,0.7,22
1,5,11,2.422061,0,righthand,righthand,righthandrighthand,0.7,23
1,0,11,2.241873,0,righthand,righthand,righthandrighthand,0.9,24
1,0,5.5,1.837237,0,righthand,righthand,righthandrighthand,0.9,25
1,5,11,3.008744,0,righthand,righthand,righthandrighthand,0.7,26
1,0,11,2.391668,0,righthand,righthand,righthandrighthand,0.7,27
1,0,5.5,1.436227,1,righthand,righthand,righthandrighthand,0.9,28
1,5,5.5,1.655666,0,righthand,righthand,righthandrighthand,0.9,29
1,0,5.5,2.897494,1,righthand,righthand,righthandrighthand,0.9,30
1,0,5.5,1.446717,0,righthand,righthand,righthandrighthand,0.7,31
1,0,5.5,1.436407,0,righthand,righthand,righthandrighthand,0.5,32
1,0,5.5,1.167084,0,righthand,righthand,righthandrighthand,0.7,33
1,0,11,1.713986,0,righthand,righthand,righthandrighthand,0.9,34
1,0,11,1.266015,0,righthand,righthand,righthandrighthand,0.7,35
1,5,5.5,2.035779,0,righthand,righthand,righthandrighthand,0.5,36
1,0,5.5,2.082891,0,righthand,righthand,righthandrighthand,0.5,37
1,0,5.5,1.715078,0,righthand,righthand,righthandrighthand,0.5,38
1,5,11,2.560322,0,righthand,righthand,righthandrighthand,0.5,39
1,0,11,5.236497,1,righthand,righthand,righthandrighthand,0.5,40
1,5,5.5,1.625623,0,righthand,righthand,righthandrighthand,0.7,41
1,0,11,2.605444,0,righthand,righthand,righthandrighthand,0.5,42
1,5,5.5,1.517759,0,righthand,righthand,righthandrighthand,0.9,43
1,0,11,3.022551,0,righthand,righthand,righthandrighthand,0.9,44
1,5,5.5,2.337617,0,righthand,righthand,righthandrighthand,0.5,45
1,0,5.5,2.297502,0,righthand,righthand,righthandrighthand,0.5,46
1,5,5.5,2.377934,0,righthand,righthand,righthandrighthand,0.7,47
1,0,11,2.2436,0,righthand,righthand,righthandrighthand,0.9,48
1,0,11,4.762185,0,righthand,righthand,righthandrighthand,0.5,49
1,0,5.5,1.531699,0,righthand,righthand,righthandrighthand,0.9,50
1,0,11,2.324424,0,righthand,righthand,righthandrighthand,0.7,51
1,0,5.5,1.519821,0,righthand,righthand,righthandrighthand,0.7,52
1,5,5.5,1.780002,0,righthand,righthand,righthandrighthand,0.7,53
1,0,5.5,2.423131,1,righthand,righthand,righthandrighthand,0.5,54
1,5,5.5,3.063629,1,righthand,righthand,righthandrighthand,0.7,55
1,0,11,3.550952,0,righthand,righthand,righthandrighthand,0.5,56
1,5,11,4.885482,1,righthand,righthand,righthandrighthand,0.9,57
1,0,11,2.771908,0,righthand,righthand,righthandrighthand,0.7,58
1,5,11,4.927567,0,righthand,righthand,righthandrighthand,0.5,59
1,0,5.5,3.257546,1,righthand,righthand,righthandrighthand,0.9,60
1,0,5.5,1.323237,0,righthand,righthand,righthandrighthand,0.9,61
