participant_id,height,distance,checkpoint_time,mistake_count,pointerHand,confirmationType,Tech,targetSize,combo_index
1,0,5.5,2.004997,0,righthand,timeout,righthandtimeout,0.7,35
1,5,5.5,2.546911,0,righthand,timeout,righthandtimeout,0.5,36
1,0,11,7.937993,3,righthand,timeout,righthandtimeout,0.7,37
1,5,11,4.342766,0,righthand,timeout,righthandtimeout,0.5,38
1,0,5.5,2.619631,0,righthand,timeout,righthandtimeout,0.7,39
1,5,5.5,2.198001,0,righthand,timeout,righthandtimeout,0.9,40
1,0,11,1.58619,2,righthand,righthand,righthandrighthand,0.5,1
1,5,11,2.07834,0,righthand,righthand,righthandrighthand,0.9,2
1,0,11,2.863172,1,righthand,righthand,righthandrighthand,0.5,3
1,0,5.5,1.49368,0,righthand,righthand,righthandrighthand,0.7,4
1,5,11,2.50501,0,righthand,righthand,righthandrighthand,0.9,5
1,0,5.5,1.79734,0,righthand,righthand,righthandrighthand,0.7,6
1,0,11,2.100363,0,righthand,righthand,righthandrighthand,0.7,7
1,5,11,1.673246,0,righthand,righthand,righthandrighthand,0.7,8
1,0,11,1.762849,0,righthand,righthand,righthandrighthand,0.7,9
1,0,5.5,1.466281,0,righthand,righthand,righthandrighthand,0.9,10
1,0,11,1.459459,0,righthand,righthand,righthandrighthand,0.9,11
1,0,11,3.318708,0,righthand,righthand,righthandrighthand,0.5,12
